crop,area_ha,rainfall,temp_mean,humidity,soil_ph,nitrogen,phosphorus,potassium,ndvi_mean,ndwi_mean,ndmi_mean,yield_prediction,disease_probability,historical_loss,risk_score
wheat,0.803,332.23,21.78,65.08,6.14,244.6,21.53,223.49,0.7026,-0.0215,0.3469,4.231,0.0738,0.0085,18.9
maize,9.529,814.22,35.23,98.0,6.86,349.92,19.85,204.44,0.6101,-0.2306,0.1284,5.077,0.4679,0.1394,51.59
wheat,0.869,663.79,29.18,62.45,6.72,200.21,23.96,126.94,0.6336,-0.242,0.3063,5.164,0.1322,0.1783,37.7
chickpea,8.832,401.08,29.55,75.43,6.31,383.79,19.93,125.0,0.7603,-0.2011,0.0893,2.612,0.2098,0.1055,30.85
chickpea,5.255,913.86,28.74,79.26,7.95,209.62,19.58,234.83,0.7172,-0.1876,0.1916,2.71,0.2205,0.0597,40.54
chickpea,0.835,739.08,29.53,74.63,6.77,218.43,23.21,163.02,0.6057,-0.2011,0.3842,2.981,0.2959,0.1949,44.08
chickpea,5.997,686.61,31.36,56.53,6.15,296.83,31.42,298.23,0.6901,-0.0434,0.0809,3.02,0.1475,0.169,26.34
cotton,8.126,996.74,33.61,60.25,5.93,330.33,16.35,232.69,0.559,-0.269,0.221,1.481,0.1492,0.2269,72.89
cotton,4.854,494.65,22.83,60.31,6.25,243.83,19.97,128.72,0.6677,-0.0962,0.2761,2.528,0.0608,0.1476,29.71
rice,7.102,642.8,29.58,68.17,6.81,264.89,28.02,66.05,0.6082,-0.1085,0.1663,5.89,0.4985,0.2054,57.96
maize,0.812,879.5,26.9,62.03,7.44,175.92,13.33,252.92,0.7579,-0.0701,0.3033,6.185,0.212,0.1449,37.26
soybean,6.475,292.03,26.26,76.84,6.52,202.48,36.07,169.1,0.7874,0.041,0.4496,3.434,0.1639,0.1043,20.32
soybean,7.794,781.33,26.38,72.62,7.0,251.81,20.54,175.97,0.6745,-0.1752,0.228,3.799,0.1651,0.0524,27.81
rice,3.231,981.56,28.27,63.72,6.61,280.5,24.42,85.91,0.6256,-0.0466,0.2253,5.219,0.1756,0.1444,44.59
maize,1.187,833.62,25.71,57.85,6.23,188.63,11.8,79.8,0.7035,-0.0574,0.1638,6.142,0.1187,0.1218,27.85
chickpea,9.555,647.01,25.95,70.23,5.88,329.8,29.27,130.67,0.8241,-0.0779,0.3176,3.29,0.1305,0.1254,22.28
rice,1.203,787.78,29.75,60.52,5.06,223.1,11.61,171.49,0.5636,-0.1687,0.1676,5.518,0.107,0.1204,56.28
rice,7.162,808.09,24.51,37.12,6.27,164.4,25.31,207.95,0.6909,0.0573,0.3001,5.885,0.0252,0.2205,30.61
chickpea,8.776,625.78,17.85,67.98,6.8,205.34,30.63,153.63,0.7311,0.0747,0.3627,3.053,0.0521,0.0,24.12
cotton,8.802,537.24,24.99,87.25,6.82,183.53,29.14,158.18,0.6645,0.1232,0.3224,2.335,0.3027,0.1935,34.94
soybean,2.114,611.89,16.56,63.27,7.66,280.34,40.38,237.26,0.7175,0.2677,0.4768,3.591,0.0543,0.1242,28.76
rice,8.403,249.3,20.67,67.5,7.13,187.11,42.21,202.26,0.7337,0.0271,0.2448,5.576,0.0772,0.1026,20.86
cotton,1.658,670.12,30.43,44.6,6.39,222.3,37.37,199.79,0.7147,-0.308,0.0109,2.176,0.0588,0.2334,37.25
maize,5.975,695.25,16.81,71.46,6.64,217.57,16.41,121.05,0.719,0.3506,0.5995,6.293,0.0994,0.0,26.38
soybean,3.631,423.42,33.65,56.56,7.61,210.06,28.74,185.27,0.5951,-0.249,0.1403,2.944,0.171,0.2047,60.2
maize,0.861,768.19,29.2,66.17,7.11,194.44,5.0,111.6,0.6776,-0.1257,0.2978,5.846,0.122,0.1693,43.45
wheat,4.956,1064.06,32.68,48.38,6.81,181.29,37.89,183.15,0.7177,-0.365,0.2699,4.248,0.0396,0.1278,36.96
cotton,1.604,700.68,25.19,51.53,7.7,316.45,32.28,146.49,0.7627,-0.0692,0.3147,2.314,0.0575,0.0089,31.53
cotton,0.506,782.54,28.48,55.13,7.9,244.73,47.33,129.29,0.6029,-0.182,0.2805,2.371,0.1444,0.0409,44.25
cotton,0.701,592.77,28.16,41.36,5.86,212.6,18.07,200.88,0.8401,-0.1872,0.3334,2.591,0.0291,0.2237,26.46
maize,8.045,533.66,30.64,71.71,6.46,246.76,37.37,188.12,0.6922,-0.1543,0.317,6.173,0.327,0.1961,38.27
cotton,1.365,532.89,26.55,67.52,6.89,265.75,23.79,170.57,0.7728,-0.1147,0.2133,2.486,0.0781,0.035,21.06
chickpea,6.755,615.26,26.77,40.46,7.6,247.64,14.55,135.53,0.4598,-0.19,0.2076,2.842,0.0878,0.2343,64.54
maize,7.574,380.85,33.81,39.11,7.98,189.49,21.61,273.57,0.4742,-0.3044,-0.0244,4.698,0.1459,0.1026,69.59
rice,2.279,604.83,19.12,63.38,5.39,173.12,26.96,211.5,0.7994,0.164,0.4148,6.259,0.0664,0.0706,36.59
wheat,4.819,676.9,27.85,55.51,6.78,252.54,9.89,235.91,0.7201,-0.2166,0.1377,5.187,0.0607,0.1114,22.06
cotton,8.827,689.07,28.3,88.95,7.67,265.26,34.01,128.71,0.598,-0.0924,0.3463,2.732,0.433,0.2646,74.48
chickpea,2.818,586.06,32.62,72.08,7.49,156.18,19.46,152.37,0.7287,-0.3041,0.2156,2.554,0.2659,0.214,69.84
soybean,5.895,195.66,37.08,55.75,5.97,170.1,12.13,172.6,0.5924,-0.3671,0.0131,1.519,0.2457,0.4379,87.0
chickpea,4.695,707.04,26.12,65.28,6.49,304.26,19.28,224.95,0.6879,-0.1144,0.2188,2.949,0.2465,0.1978,34.92
soybean,1.106,616.38,21.56,73.27,7.05,292.9,32.58,239.9,0.8138,0.0416,0.253,3.383,0.0798,0.1141,26.06
chickpea,8.676,500.17,29.31,37.19,7.01,445.13,5.0,228.57,0.8648,-0.0534,0.2596,3.032,0.0612,0.101,17.27
rice,0.705,268.65,31.26,66.48,5.69,339.99,27.49,180.3,0.6721,-0.3065,0.2579,5.268,0.3562,0.2583,61.41
soybean,6.488,665.63,26.3,56.22,6.68,340.35,16.79,205.26,0.6748,-0.178,0.0374,4.036,0.0966,0.204,22.71
rice,6.708,241.46,23.39,79.41,5.72,93.58,18.83,167.97,0.5802,-0.0564,0.3068,5.127,0.1827,0.2438,53.14
maize,9.352,461.67,30.88,46.91,6.43,445.79,5.0,270.63,0.7738,-0.3048,0.2011,5.936,0.0384,0.0997,40.64
chickpea,4.113,810.14,31.16,68.99,6.95,259.46,34.36,84.93,0.7027,-0.2985,0.0953,2.513,0.1605,0.1992,49.76
cotton,2.754,430.48,25.9,63.47,6.8,125.47,15.83,270.22,0.5895,-0.0005,0.2494,2.411,0.0984,0.1693,38.32
rice,5.908,493.51,20.31,87.7,7.61,317.34,31.13,138.27,0.6524,0.0732,0.4204,5.765,0.2244,0.0972,39.39
cotton,7.327,977.98,25.76,76.3,8.19,135.87,17.52,185.27,0.8545,-0.1297,0.2421,2.789,0.124,0.1821,34.48
chickpea,3.153,347.93,23.43,70.06,7.01,225.02,35.53,206.69,0.6711,0.0292,0.3062,2.972,0.2259,0.2393,34.27
rice,2.666,868.77,28.36,80.73,6.9,302.93,33.44,188.91,0.795,-0.0882,0.2395,5.563,0.2698,0.1307,27.39
rice,2.736,557.88,30.51,62.92,6.1,204.47,14.23,136.31,0.66,-0.3379,0.185,5.548,0.0827,0.0986,35.22
chickpea,9.997,641.25,31.66,66.72,7.13,261.81,19.96,134.75,0.6707,-0.2502,0.2031,3.254,0.1271,0.0336,50.9
maize,5.428,592.21,22.19,67.51,6.08,310.7,7.23,238.21,0.8117,-0.0862,0.3286,6.395,0.0776,0.2066,27.1
wheat,9.7,690.02,29.49,51.36,6.43,176.21,30.03,183.55,0.5287,-0.237,0.0219,4.934,0.108,0.2074,46.11
cotton,7.921,603.48,23.37,91.84,6.67,311.85,21.25,141.48,0.7116,-0.0641,0.281,2.882,0.33,0.0057,27.16
cotton,5.675,675.1,18.63,52.1,6.64,220.21,26.7,153.5,0.554,-0.035,0.302,2.36,0.0769,0.048,31.16
chickpea,9.885,831.01,32.19,85.68,7.71,321.54,38.33,183.47,0.7086,-0.2394,0.1672,2.207,0.2229,0.1412,67.88
cotton,4.936,216.42,36.8,47.88,6.46,320.06,24.41,214.12,0.7846,-0.466,0.0677,1.871,0.1603,0.4007,60.78
maize,2.861,232.88,21.63,58.27,6.34,301.29,22.24,238.17,0.7822,0.1261,0.2937,5.207,0.0487,0.0983,20.56
rice,1.13,748.55,30.64,71.5,7.11,294.08,28.34,149.04,0.716,-0.2003,0.2599,6.053,0.152,0.2366,33.11
chickpea,8.827,615.58,32.31,63.03,6.4,248.97,12.07,176.02,0.7973,-0.4413,0.131,2.237,0.123,0.1035,46.25
soybean,4.936,338.91,29.07,77.25,7.06,353.48,11.72,224.35,0.6621,-0.1606,0.1454,3.424,0.4266,0.2781,50.95
wheat,1.626,860.57,31.43,76.88,6.17,233.22,19.72,235.83,0.8606,-0.1725,0.2985,5.132,0.1636,0.2877,46.64
wheat,2.595,453.42,30.68,76.44,8.01,236.5,32.64,196.34,0.6945,-0.1895,0.3177,5.086,0.1662,0.0161,35.5
soybean,0.663,491.16,25.1,75.08,6.44,424.8,31.27,146.82,0.8102,-0.0667,0.2844,3.715,0.3047,0.1762,25.33
chickpea,8.579,746.14,26.31,61.63,6.68,355.47,19.31,194.6,0.8868,-0.2154,0.2632,2.758,0.0322,0.0037,9.78
cotton,8.272,150.0,29.3,75.1,7.64,209.8,13.18,205.31,0.7761,-0.0967,0.1297,2.349,0.162,0.1725,35.93
soybean,5.661,470.63,28.44,85.67,5.89,379.94,19.42,165.61,0.5785,-0.0991,0.1493,3.655,0.32,0.3412,68.68
soybean,5.434,805.56,30.04,73.84,6.69,298.23,21.82,157.09,0.6756,-0.266,0.2554,4.314,0.2623,0.0691,28.31
maize,6.492,976.61,27.27,52.04,5.97,234.53,12.85,145.29,0.6753,-0.0112,0.3891,5.309,0.2574,0.3066,53.48
rice,7.461,580.23,28.34,64.71,6.43,413.99,5.0,256.18,0.7077,-0.1295,0.1828,5.577,0.1874,0.1722,34.2
cotton,3.264,443.69,31.1,87.28,7.68,320.75,31.02,189.54,0.6725,-0.3758,0.1486,2.054,0.2907,0.2741,59.99
cotton,3.385,712.2,27.96,64.89,6.87,60.0,30.67,185.38,0.6254,-0.0216,0.2267,2.503,0.1395,0.2824,35.95
wheat,9.043,601.66,31.68,56.45,6.02,290.98,20.19,197.88,0.843,-0.265,0.1621,5.08,0.1945,0.1031,41.12
maize,4.035,783.16,20.97,50.12,6.82,208.75,20.03,225.0,0.567,0.0091,0.2499,6.12,0.0479,0.0599,31.93
wheat,3.571,355.26,30.6,61.6,7.19,196.49,25.88,211.82,0.6171,-0.2658,0.1254,3.808,0.1138,0.031,35.42
wheat,1.227,656.38,27.14,47.65,5.83,230.42,19.34,101.08,0.64,-0.2419,0.1909,5.109,0.2439,0.2151,48.84
chickpea,9.501,732.79,31.81,66.1,6.38,268.45,20.79,155.26,0.5592,-0.1922,0.2696,2.757,0.2264,0.2029,63.58
wheat,1.039,475.51,28.21,72.69,6.85,232.99,19.53,181.6,0.6821,-0.1234,0.2272,5.204,0.1773,0.0478,26.6
chickpea,9.985,529.95,27.59,66.48,5.6,291.53,30.25,228.49,0.6403,-0.1399,0.2671,3.169,0.1892,0.2086,45.99
wheat,6.219,477.76,23.95,68.14,5.69,158.49,37.88,202.01,0.747,-0.1456,0.1922,5.214,0.1106,0.2613,30.73
chickpea,7.051,1190.29,23.79,55.58,7.2,70.9,17.62,129.25,0.667,0.0579,0.2989,2.389,0.0426,0.1331,27.31
maize,3.614,764.77,24.12,63.5,5.56,336.32,27.03,240.61,0.6194,0.0053,0.2974,6.283,0.0861,0.1196,40.25
soybean,6.95,384.9,28.85,69.71,7.26,289.82,16.35,221.4,0.5429,-0.1032,0.3534,3.801,0.3405,0.2858,54.05
rice,7.755,544.85,29.81,73.63,7.26,221.1,5.0,229.78,0.6098,-0.2283,0.3169,6.121,0.2805,0.2012,50.06
soybean,7.813,928.75,33.27,65.37,6.43,198.96,15.0,122.46,0.7215,-0.2281,0.0107,2.456,0.1036,0.3173,52.51
wheat,5.939,882.73,24.0,65.94,5.08,206.47,31.94,260.35,0.8,-0.002,0.2316,5.535,0.0568,0.0966,38.03
chickpea,5.524,650.29,23.68,70.1,6.64,87.2,38.67,165.59,0.7837,0.0902,0.3937,3.262,0.1385,0.0662,21.26
rice,5.192,487.06,27.45,55.54,6.8,228.1,16.16,241.5,0.5476,-0.0873,0.2071,5.771,0.1177,0.0603,32.98
rice,1.51,303.75,26.39,91.61,6.75,205.26,21.06,182.1,0.637,-0.2855,0.2312,5.443,0.2,0.1662,31.6
wheat,5.311,813.34,30.42,44.72,7.08,178.16,27.35,172.66,0.6995,-0.2604,0.1441,5.209,0.1082,0.3006,43.53
rice,7.034,628.98,31.59,79.86,7.21,255.52,16.3,189.42,0.6656,-0.1538,0.2497,5.184,0.2868,0.2024,54.0
maize,3.047,1034.52,31.15,45.62,6.89,234.99,23.8,187.29,0.8187,-0.3021,0.2002,6.031,0.1113,0.2268,30.79
wheat,6.266,647.38,34.85,62.36,6.24,382.06,27.23,72.41,0.7357,-0.3508,0.1069,4.72,0.1592,0.1919,30.39
maize,9.705,558.35,18.8,41.98,6.75,135.87,28.48,340.38,0.791,0.0923,0.1468,6.342,0.0225,0.313,15.63
soybean,7.298,675.71,23.33,55.44,6.37,269.43,23.63,188.64,0.7613,0.1203,0.3832,4.025,0.0982,0.0332,21.96
soybean,8.325,801.21,25.08,70.73,8.19,431.01,16.59,199.63,0.7996,0.0067,0.2932,4.292,0.1728,0.0594,33.19
soybean,7.038,330.34,22.57,47.49,6.1,169.87,37.18,108.2,0.725,-0.0263,0.2666,3.566,0.0712,0.1656,25.94
cotton,8.28,594.87,24.2,74.81,8.05,341.75,21.95,149.82,0.6444,-0.066,0.2844,2.498,0.1153,0.0779,47.03
rice,7.541,695.31,24.21,72.28,5.93,390.61,17.09,199.48,0.6148,0.0374,0.2693,6.071,0.281,0.123,35.81
cotton,8.202,789.93,29.04,80.78,6.88,312.88,44.03,179.88,0.8215,-0.1133,0.2998,2.501,0.2596,0.1686,38.25
chickpea,7.256,416.22,21.58,81.63,8.13,295.23,9.43,147.4,0.7205,0.0141,0.3364,2.827,0.2846,0.1999,54.5
rice,6.469,560.28,27.39,78.14,5.99,416.81,32.25,229.89,0.8975,-0.0327,0.3444,6.192,0.2145,0.1665,22.81
wheat,0.958,554.73,32.86,45.26,6.44,344.34,9.61,153.13,0.8028,-0.2821,0.2646,3.974,0.0989,0.2932,53.2
maize,8.977,846.58,30.37,62.81,5.48,320.68,16.34,187.06,0.5951,-0.2429,0.3217,6.26,0.3009,0.1477,57.22
maize,9.162,909.02,23.81,42.35,7.39,155.72,29.67,192.33,0.6425,-0.2647,0.2319,6.4,0.1115,0.1328,35.8
cotton,4.606,339.99,25.19,52.6,8.2,150.41,29.66,184.12,0.6797,-0.1166,0.2084,2.75,0.1263,0.0795,43.46
maize,1.583,585.44,27.37,60.94,6.92,342.55,18.21,194.11,0.9145,-0.0062,0.3342,6.538,0.1285,0.1562,35.5
rice,1.73,651.19,34.92,66.76,7.35,295.24,20.62,172.39,0.7476,-0.3569,0.2787,3.622,0.1673,0.3767,64.24
cotton,2.496,535.52,25.47,66.86,6.14,163.78,25.6,175.02,0.7406,-0.0986,0.1713,2.36,0.1252,0.0,31.77
wheat,4.034,515.65,33.01,85.47,7.21,214.69,5.0,138.74,0.6102,-0.2464,0.1205,4.034,0.4482,0.2951,80.57
rice,2.369,651.49,25.05,69.22,5.86,167.98,5.88,321.31,0.6962,-0.1195,0.3496,5.88,0.178,0.0685,41.17
rice,4.959,589.16,20.38,69.25,7.61,229.9,20.51,194.25,0.731,0.0209,0.4061,6.114,0.1415,0.0827,35.56
cotton,9.46,477.37,26.65,25.0,6.9,244.57,29.81,105.81,0.6943,0.0397,0.1916,2.389,0.0568,0.0741,19.09
cotton,8.87,896.69,22.55,60.56,7.84,330.48,24.12,221.27,0.7166,0.0085,0.1123,2.474,0.0794,0.119,28.95
rice,1.48,410.66,24.16,61.65,7.02,178.68,21.49,228.58,0.6681,-0.2476,0.2748,5.525,0.0645,0.1455,23.18
soybean,8.38,316.83,27.9,61.69,6.88,175.95,12.92,206.62,0.6023,-0.2046,0.1896,2.973,0.1541,0.2704,46.8
rice,2.366,573.04,25.49,52.53,7.06,254.6,33.19,159.99,0.7656,-0.0546,0.3692,5.874,0.2167,0.1639,25.54
maize,3.694,600.65,30.57,69.53,6.22,252.83,40.27,263.44,0.7424,-0.2183,0.203,6.299,0.1334,0.0578,17.9
wheat,5.564,332.55,27.53,95.6,7.37,184.95,20.64,167.05,0.7065,-0.1026,0.2939,4.861,0.2205,0.043,38.93
soybean,9.241,662.95,27.4,81.09,5.2,181.11,17.64,194.73,0.6744,-0.1853,0.2806,3.865,0.2322,0.2045,56.26
cotton,4.307,471.92,25.3,57.19,7.31,211.59,22.7,128.06,0.6179,0.0088,0.402,2.176,0.1771,0.1551,46.58
wheat,1.181,766.45,29.13,72.38,7.61,283.37,22.53,50.0,0.7673,-0.2701,0.3336,5.263,0.241,0.1349,43.78
chickpea,9.114,596.15,22.87,56.7,6.41,340.85,37.15,172.17,0.5902,-0.0475,0.2733,3.016,0.0547,0.0206,24.26
maize,2.804,937.86,23.09,86.65,6.13,120.96,15.43,188.53,0.5686,-0.0689,0.3265,5.598,0.2791,0.1007,55.11
chickpea,7.766,460.13,28.62,65.43,7.39,294.01,34.58,170.34,0.7216,-0.1477,0.1512,2.611,0.174,0.197,28.07
rice,7.242,339.82,32.2,72.19,6.74,287.78,26.66,248.1,0.5684,-0.3397,0.296,4.946,0.2221,0.2,42.51
wheat,9.495,663.01,29.48,64.91,6.16,365.72,20.92,129.47,0.8132,-0.091,0.3405,5.376,0.1318,0.1576,28.15
maize,1.71,376.42,23.81,76.92,7.84,208.08,10.02,173.68,0.6958,0.0482,0.3577,5.902,0.0981,0.1201,42.81
rice,1.488,669.86,22.41,86.02,6.22,278.64,10.95,154.86,0.7126,0.0518,0.2521,5.85,0.3808,0.0727,34.2
cotton,5.306,682.55,18.74,62.88,6.62,121.34,5.31,193.42,0.6339,0.1192,0.3574,2.301,0.1563,0.069,40.84
rice,9.692,726.47,30.03,74.13,6.31,205.63,20.55,140.87,0.5795,-0.1391,0.2051,5.899,0.168,0.0826,41.07
cotton,1.706,833.6,25.93,79.22,8.2,287.34,26.59,150.09,0.65,-0.0114,0.2412,2.482,0.2387,0.129,53.27
soybean,5.489,665.09,31.11,85.44,6.21,168.34,28.37,181.22,0.637,-0.2017,0.2579,3.897,0.503,0.3129,56.39
cotton,6.937,515.51,30.64,82.05,7.98,221.9,8.13,236.73,0.7477,-0.0108,0.1786,2.283,0.2775,0.1433,65.99
cotton,2.288,977.57,30.67,74.35,7.26,200.55,27.67,169.54,0.7021,-0.2584,0.0808,2.139,0.2571,0.343,51.4
maize,8.443,858.94,23.89,69.24,5.83,87.91,36.91,174.36,0.699,-0.0682,0.301,6.624,0.3079,0.2829,49.75
maize,5.946,677.06,29.84,88.52,7.9,213.38,32.17,163.47,0.6953,-0.2297,0.2465,5.922,0.397,0.1855,66.52
cotton,6.559,586.49,26.19,25.78,7.65,118.89,25.19,254.93,0.7089,-0.295,0.227,2.372,0.0198,0.0,20.44
maize,6.365,628.06,24.9,66.99,5.92,110.68,8.32,148.82,0.6429,0.037,0.243,6.436,0.1772,0.1711,43.46
chickpea,7.798,437.53,28.89,47.48,6.51,236.47,30.81,203.53,0.7479,-0.2728,0.1084,2.596,0.069,0.1494,16.1
rice,2.936,944.53,28.48,50.95,6.7,311.64,10.27,142.68,0.8014,-0.0906,0.269,6.067,0.096,0.2031,21.39
rice,5.199,446.9,24.23,59.67,6.44,269.74,34.3,167.98,0.5414,-0.0294,0.4166,5.463,0.0644,0.0377,34.64
soybean,0.563,749.33,26.21,49.06,7.57,251.39,36.15,236.49,0.6987,-0.1125,0.2739,3.806,0.0588,0.1,26.92
soybean,1.466,960.08,25.53,50.5,6.75,342.6,9.27,221.72,0.7764,-0.0157,0.3689,4.078,0.0315,0.045,12.06
wheat,8.003,600.35,24.93,69.44,7.99,407.42,25.37,232.68,0.6746,-0.0802,0.1766,5.193,0.0857,0.0601,33.43
soybean,2.95,893.24,28.08,53.0,6.52,228.6,12.33,239.71,0.7166,-0.0209,0.2807,3.826,0.18,0.1941,17.43
chickpea,3.792,622.84,27.64,72.96,6.34,281.88,29.31,179.54,0.8893,-0.0413,0.3609,2.889,0.1337,0.0758,23.56
wheat,1.835,847.01,26.3,66.67,7.62,288.15,33.57,98.27,0.6767,0.0231,0.4248,5.288,0.2298,0.2267,45.67
chickpea,9.588,533.24,23.37,70.05,6.2,214.81,24.31,153.09,0.8065,0.103,0.3367,3.299,0.0743,0.1414,25.73
maize,5.504,487.09,34.83,61.55,7.12,169.17,28.49,140.97,0.6154,-0.2555,0.1984,5.006,0.4261,0.1691,68.88
rice,2.545,774.93,31.41,30.72,6.17,114.03,35.89,104.38,0.4781,-0.4113,0.149,4.731,0.0668,0.1562,51.93
soybean,5.184,487.5,19.95,67.09,6.13,196.57,18.08,164.59,0.7284,0.1272,0.3614,3.597,0.0466,0.0471,29.53
maize,3.107,665.27,27.1,70.95,6.8,349.28,40.03,192.51,0.8763,-0.2082,0.3335,6.462,0.0412,0.0782,18.37
soybean,8.749,614.01,27.31,65.72,6.17,259.2,23.51,50.0,0.9053,-0.0691,0.3766,3.986,0.1215,0.2617,39.43
soybean,9.25,493.83,30.93,75.81,7.05,188.38,10.23,186.84,0.6497,-0.0088,0.2034,3.302,0.2397,0.1279,52.07
rice,8.308,899.28,24.04,67.94,6.43,267.33,37.16,222.44,0.6893,-0.0266,0.4009,5.816,0.2352,0.135,26.79
soybean,5.53,613.83,28.85,75.11,6.62,260.73,25.54,151.99,0.709,-0.2583,0.1508,3.828,0.345,0.2158,40.76
maize,4.282,560.19,29.48,73.2,5.75,232.96,26.18,262.61,0.6118,-0.2805,0.2218,5.967,0.2261,0.0601,55.86
soybean,5.569,464.95,25.5,67.73,6.16,173.87,14.28,287.45,0.7679,-0.0383,0.1693,3.487,0.2616,0.2211,27.63
rice,7.257,559.17,27.43,71.26,5.74,285.12,43.27,271.04,0.7756,-0.0149,0.2268,6.121,0.1073,0.1382,21.81
cotton,0.661,292.32,21.08,50.18,6.54,221.14,18.31,153.53,0.7225,-0.0445,0.2722,2.481,0.0521,0.1475,21.28
chickpea,1.26,252.85,22.29,59.33,7.02,332.08,23.1,150.05,0.6597,0.0431,0.2051,2.458,0.0398,0.0198,29.76
wheat,9.724,560.92,26.93,64.66,6.22,234.88,27.94,188.66,0.7428,0.0664,0.506,5.043,0.386,0.2982,43.41
rice,5.029,574.7,27.83,61.91,7.22,239.05,39.46,163.56,0.8477,-0.1934,0.3556,5.861,0.1261,0.131,19.53
chickpea,2.684,764.44,28.06,63.65,5.71,223.02,15.0,263.7,0.6868,-0.1336,0.2712,3.149,0.2489,0.2631,53.68
rice,9.38,467.06,35.87,56.71,7.7,186.85,32.54,212.62,0.5222,-0.4705,0.1247,3.484,0.1747,0.2471,73.87
maize,7.298,685.53,28.48,49.72,6.99,201.94,19.08,186.76,0.6318,-0.0854,0.2487,6.485,0.3167,0.1065,45.88
maize,2.089,402.55,25.5,59.4,6.62,233.21,34.41,166.79,0.95,-0.0313,0.3049,6.352,0.03,0.0817,19.91
cotton,2.772,976.53,30.17,80.22,7.92,187.14,25.81,311.65,0.6126,-0.0378,0.3455,2.023,0.4711,0.3345,79.39
cotton,2.392,665.81,24.31,52.3,6.16,230.32,28.16,102.56,0.5938,-0.1009,0.3348,2.271,0.1513,0.0,36.99
rice,2.523,286.22,23.71,67.47,6.48,219.04,25.46,103.29,0.6281,-0.0099,0.3861,5.761,0.1074,0.2887,38.61
chickpea,8.281,739.79,30.17,61.79,5.63,360.08,13.87,148.08,0.6745,-0.2162,0.2238,2.98,0.1242,0.3581,62.89
soybean,4.646,790.94,22.2,66.49,5.22,262.2,15.45,142.66,0.749,0.0266,0.3443,4.313,0.0623,0.1717,35.61
chickpea,3.744,783.66,24.84,56.22,7.15,338.78,32.3,165.34,0.6658,-0.1549,0.14,3.053,0.0988,0.0,24.45
chickpea,9.879,893.82,23.3,98.0,7.1,239.85,26.99,247.78,0.8171,0.095,0.3422,2.712,0.1988,0.2161,26.33
chickpea,9.183,661.99,22.29,73.31,7.15,247.39,31.06,88.26,0.7597,0.0372,0.3472,2.788,0.0919,0.0239,23.67
cotton,9.697,575.94,26.1,79.22,7.44,219.8,33.73,149.22,0.8302,-0.0852,0.2476,2.2,0.0727,0.1584,17.75
chickpea,5.149,608.11,26.58,25.54,6.85,60.0,28.8,139.51,0.7451,-0.1188,0.0801,2.851,0.0152,0.3247,31.51
rice,1.202,744.35,23.46,62.72,6.23,346.94,20.31,73.0,0.6623,0.0048,0.2478,5.876,0.098,0.0,31.44
wheat,5.422,752.77,24.5,69.16,6.86,196.82,18.49,194.49,0.6317,-0.0961,0.2429,5.159,0.2827,0.1613,36.33
soybean,2.796,322.84,31.23,37.46,5.6,249.18,9.29,240.66,0.7273,-0.302,0.1425,3.112,0.0412,0.0,26.43
wheat,5.76,409.19,22.07,65.08,7.42,207.7,18.16,124.48,0.6195,0.0019,0.2412,4.701,0.0968,0.0912,45.54
maize,9.748,607.83,26.59,55.38,6.86,274.21,15.79,169.31,0.6783,-0.1449,0.3254,6.208,0.2244,0.1825,29.67
chickpea,1.437,746.32,22.04,69.5,5.95,233.38,31.22,197.24,0.7254,0.0839,0.2851,3.093,0.1044,0.1567,29.88
rice,8.958,504.03,32.41,78.61,6.47,226.33,19.55,126.34,0.6658,-0.3556,0.1448,4.954,0.3272,0.3022,67.83
chickpea,0.506,1149.95,30.94,93.55,6.18,322.69,13.09,132.26,0.6712,-0.2073,0.2399,2.127,0.5567,0.263,69.29
wheat,4.152,615.96,27.69,77.88,7.93,160.73,12.47,201.7,0.557,-0.097,0.2466,5.067,0.1508,0.1488,61.25
rice,6.523,874.16,30.1,69.55,6.61,262.67,28.78,307.73,0.8036,-0.2753,0.1413,5.728,0.2508,0.0792,25.19
maize,8.807,486.08,26.91,71.55,8.2,272.8,26.88,190.32,0.6983,-0.1666,0.1737,5.948,0.079,0.1297,40.22
wheat,7.967,734.27,24.12,76.25,8.14,224.43,26.37,155.12,0.6656,-0.0313,0.2048,4.995,0.2355,0.2799,54.43
rice,6.573,674.2,25.93,75.93,7.71,139.72,33.32,112.37,0.5608,-0.1363,0.3529,6.203,0.1193,0.3181,60.23
rice,5.247,1046.18,32.9,58.07,6.64,253.22,29.86,182.74,0.5623,-0.3602,0.1877,4.889,0.1652,0.2102,38.87
rice,4.43,717.72,30.59,52.21,6.43,181.18,21.78,147.48,0.6919,-0.3601,0.1021,5.139,0.1023,0.1017,42.52
chickpea,3.483,593.35,23.97,79.04,6.81,206.71,40.23,137.21,0.7671,0.1082,0.4848,2.956,0.1338,0.2623,25.34
rice,1.108,450.77,24.79,67.43,7.12,347.56,23.96,111.02,0.6445,-0.0766,0.1819,6.081,0.1088,0.0821,33.09
rice,7.577,814.96,25.38,69.93,7.16,229.76,27.62,204.99,0.7716,-0.0347,0.2918,6.191,0.0894,0.0454,15.18
chickpea,5.964,943.65,27.04,67.01,5.28,281.33,27.28,178.1,0.7252,-0.11,0.2681,3.042,0.0744,0.161,42.79
chickpea,0.905,578.02,28.21,89.1,6.85,208.12,17.44,148.71,0.8373,-0.1626,0.2574,3.543,0.1506,0.1273,31.17
