crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
maize,3.101,594.49,33.3,537.58,25.27,32.44,18.04,61.16,20.41,5.77,297.1,24.1,82.49,0.835,0.6205,0.4629,0.7694,0.0763,-0.1523,-0.278,-0.042,0.169,0.0983,0.3224,3,1.47,0.0,0.0,0.0678,0.1004,4.501,37.98
chickpea,5.077,552.09,38.43,475.3,24.48,28.93,17.48,61.79,2.74,5.63,260.43,39.44,136.82,0.904,0.789,0.5603,0.9015,0.0938,0.0356,-0.1355,0.105,0.407,0.3034,0.5817,4,7.28,0.0,0.0,0.0608,0.0346,1.558,20.08
maize,2.75,812.56,15.47,967.24,24.86,32.13,18.93,40.39,16.97,6.56,92.18,26.25,219.46,0.914,0.7067,0.5954,0.8147,0.1391,-0.0799,-0.167,0.1121,0.2535,0.2018,0.3346,5,5.54,0.0,0.0,0.0238,0.1019,4.565,16.88
chickpea,4.783,332.52,43.78,360.75,31.89,40.24,22.56,58.42,19.94,6.15,314.97,19.01,226.05,0.46,0.8311,0.5489,0.9876,0.0962,-0.2357,-0.3531,-0.167,0.19,0.1332,0.2849,3,1.48,5.24,0.0,0.1144,0.3217,1.212,47.77
maize,4.756,325.08,59.96,328.32,26.0,34.23,17.63,85.91,10.02,6.52,312.47,26.17,175.98,0.885,0.8131,0.5557,0.994,0.1006,0.0676,-0.0282,0.1321,0.4011,0.3095,0.523,2,6.2,0.0,0.0,0.2479,0.1497,4.421,29.66
rice,2.69,804.53,48.2,561.73,35.14,42.56,29.94,86.14,5.96,5.47,225.99,31.71,164.36,0.629,0.4787,0.2057,0.6009,0.0747,-0.3783,-0.5109,-0.2108,0.0669,0.0054,0.2264,1,16.13,7.56,0.0,0.6174,0.6196,2.254,91.95
soybean,6.596,751.57,12.62,791.18,28.05,34.34,21.92,48.98,16.11,5.91,221.61,5.28,268.83,0.481,0.755,0.578,0.8442,0.0868,-0.1362,-0.3115,0.0545,0.2552,0.1815,0.3111,5,8.91,0.0,0.0,0.0392,0.053,1.812,29.97
chickpea,8.554,632.59,37.33,502.56,27.09,33.1,22.0,53.35,14.86,6.17,127.95,40.5,117.75,0.738,0.4477,0.3298,0.6049,0.1156,-0.1406,-0.2449,0.0161,0.2637,0.1945,0.3616,2,-3.92,0.0,0.0,0.133,0.007,1.702,45.63
wheat,3.819,539.73,39.6,498.93,37.28,43.82,32.7,49.86,18.62,6.75,256.95,32.87,122.92,0.227,0.6652,0.4087,0.7946,0.083,-0.4411,-0.5666,-0.3452,0.1176,-0.0272,0.2327,2,-3.16,8.82,0.0,0.1874,0.4186,3.204,60.84
chickpea,1.369,689.84,3.55,765.92,28.19,37.17,18.75,56.19,18.34,6.01,163.1,26.92,161.18,0.353,0.6135,0.3391,0.7096,0.0915,-0.1871,-0.2752,-0.1225,0.25,0.1284,0.4244,3,8.68,2.17,0.0,0.0573,0.122,1.665,39.11
soybean,2.615,268.57,17.53,316.92,26.82,29.84,21.27,66.53,16.53,6.99,128.5,33.59,239.26,0.889,0.6768,0.4037,0.8183,0.0711,-0.1623,-0.3299,-0.0135,0.2999,0.1887,0.4511,3,8.18,0.0,0.0,0.2552,0.1413,1.852,34.29
rice,5.828,859.35,19.88,589.46,30.3,37.37,26.62,51.53,9.03,7.78,180.29,34.06,165.65,0.97,0.5838,0.3759,0.7321,0.0989,-0.303,-0.3572,-0.2188,0.2014,0.0599,0.3262,1,-2.79,2.37,0.0,0.2177,0.2119,3.127,58.71
chickpea,6.974,586.0,50.65,544.71,27.72,36.46,21.99,79.29,8.74,6.72,317.26,7.57,245.65,0.521,0.7479,0.6282,0.8871,0.0833,-0.0091,-0.0932,0.1375,0.234,0.1619,0.3198,3,-2.22,1.46,0.0,0.1197,0.1059,0.723,20.59
rice,6.175,586.1,13.56,491.15,26.13,34.39,23.05,52.14,22.42,6.4,236.22,34.32,182.93,1.089,0.8075,0.5574,0.9969,0.0986,-0.0479,-0.2387,0.0245,0.1011,-0.0328,0.1982,4,12.23,0.0,0.0,0.0415,0.0523,3.465,21.6
chickpea,1.418,935.65,70.77,950.17,22.13,31.26,13.17,65.62,11.56,6.66,210.36,28.36,253.35,1.398,0.7198,0.4777,0.8051,0.0906,0.0858,-0.0093,0.2045,0.334,0.1719,0.4341,1,13.02,0.0,0.0,0.119,0.1817,1.125,20.35
chickpea,9.005,740.55,18.81,829.36,29.0,35.57,18.54,71.0,13.78,6.87,323.39,5.0,145.04,0.313,0.7544,0.5772,0.9001,0.1198,-0.2954,-0.4769,-0.1895,0.1782,0.0161,0.2552,1,7.38,0.57,0.0,0.1536,0.1808,1.215,27.55
cotton,4.0,188.15,21.82,129.9,35.31,42.42,29.26,79.08,9.73,8.07,100.98,13.98,222.56,0.488,0.7485,0.5852,0.9459,0.0912,-0.2205,-0.3486,-0.134,0.1342,-0.0137,0.2149,1,6.28,7.42,0.0,0.2966,0.3686,0.412,75.78
soybean,6.167,1011.43,50.4,866.6,21.29,29.61,14.84,76.61,13.31,5.97,206.14,18.1,124.72,0.576,0.7057,0.4433,0.7976,0.093,0.0695,0.0022,0.2212,0.2732,0.144,0.3442,1,1.23,0.0,0.0,0.173,0.1272,1.921,40.62
maize,9.641,659.92,22.52,430.92,23.8,30.35,19.65,69.35,18.23,6.7,250.01,34.17,272.99,1.24,0.7239,0.4628,0.9221,0.0907,-0.1008,-0.1545,0.096,0.2294,0.0878,0.3198,1,9.33,0.0,0.0,0.0613,0.0847,4.011,13.17
wheat,9.34,773.84,8.21,829.93,21.22,26.84,14.35,50.46,8.76,6.64,284.79,23.97,154.76,1.311,0.8401,0.6875,0.9895,0.0619,-0.0252,-0.1014,0.1669,0.2045,0.0735,0.2628,3,5.34,0.0,0.0,0.0432,0.0371,4.995,18.38
chickpea,5.492,695.59,11.85,793.44,23.44,30.39,14.98,72.28,12.17,8.2,282.68,35.15,197.94,1.214,0.7771,0.6599,0.9691,0.0603,0.0113,-0.1079,0.0764,0.2993,0.237,0.4484,1,10.5,0.0,0.0,0.0828,0.1767,1.275,29.03
wheat,1.151,272.79,6.84,332.04,24.59,30.94,13.62,83.69,19.45,7.57,330.41,27.71,180.56,0.438,0.7847,0.4873,0.9559,0.0913,-0.0575,-0.1223,0.0331,0.3364,0.1976,0.5156,5,3.57,0.0,0.0,0.0732,0.1071,4.482,25.05
soybean,4.781,312.35,34.52,289.12,21.72,26.99,15.66,61.94,6.65,6.49,237.99,28.51,106.53,0.834,0.7692,0.5448,0.9417,0.1215,0.1485,0.0036,0.298,0.2774,0.1378,0.4422,4,1.17,0.0,0.0,0.0698,0.1328,1.509,33.89
rice,9.967,668.59,2.83,545.14,31.47,39.02,22.79,67.1,14.38,6.86,329.41,18.97,136.48,0.825,0.7393,0.6127,0.8346,0.1112,-0.3472,-0.4867,-0.1549,0.0542,-0.0773,0.1965,3,8.44,4.02,0.0,0.1688,0.3292,2.853,43.9
wheat,9.173,539.85,35.33,466.01,27.5,34.04,17.88,62.92,10.88,7.05,331.53,24.23,183.85,0.856,0.6679,0.5433,0.8268,0.0826,-0.1284,-0.189,0.0477,0.3442,0.1688,0.4349,5,10.19,0.0,0.0,0.132,0.0,4.9,24.02
soybean,9.077,512.8,69.27,468.64,25.54,31.75,19.77,80.57,13.3,6.41,281.12,46.64,169.66,0.665,0.843,0.6667,0.9384,0.067,-0.0528,-0.147,0.039,0.4168,0.3361,0.5639,4,2.04,0.0,0.0,0.2858,0.0832,1.803,22.79
cotton,3.212,426.48,34.82,299.92,21.23,31.1,7.84,61.81,19.29,7.0,229.69,29.75,152.5,1.076,0.7878,0.6183,0.9348,0.0905,0.0539,-0.0843,0.1732,0.317,0.1944,0.3748,5,14.81,0.0,0.0,0.0663,0.1528,0.939,23.95
rice,3.273,357.63,95.19,262.15,22.2,29.43,17.72,63.97,6.77,6.92,242.44,25.03,206.32,0.708,0.6794,0.4911,0.8342,0.0634,0.1539,-0.0104,0.2886,0.5776,0.4155,0.6485,3,-0.24,0.0,0.519,0.2069,0.2187,3.656,29.42
cotton,0.551,498.67,20.19,374.59,21.46,27.4,15.79,40.23,16.22,7.72,231.44,39.82,172.67,0.551,0.7836,0.6769,0.8824,0.0601,0.0344,-0.1207,0.1782,0.2605,0.1831,0.4212,3,-4.87,0.0,0.0,0.0782,0.0193,0.588,21.96
chickpea,1.707,917.27,39.7,905.75,29.92,37.12,23.36,77.79,1.35,5.67,274.95,34.06,53.76,0.92,0.6048,0.418,0.7778,0.0782,-0.1359,-0.2105,-0.0831,0.2659,0.0925,0.3269,1,10.66,2.12,0.0,0.1202,0.2257,1.207,52.76
rice,3.805,275.91,42.02,250.59,32.95,40.8,21.8,55.54,6.7,5.85,306.48,26.47,197.13,1.083,0.5804,0.3898,0.7128,0.0482,-0.3705,-0.48,-0.1805,0.2184,0.0859,0.2911,4,-8.79,5.8,0.0,0.2383,0.1347,2.264,59.22
chickpea,3.656,481.73,24.05,340.04,22.6,30.49,17.44,70.53,19.17,6.68,229.7,26.61,183.78,0.618,0.7672,0.5833,0.8482,0.1658,0.0738,-0.0026,0.2367,0.2938,0.1515,0.3662,1,2.73,0.0,0.0,0.0521,0.0,1.415,14.9
wheat,3.841,810.2,5.03,604.95,25.93,35.4,23.33,67.61,13.61,7.97,161.36,27.24,234.29,0.832,0.7507,0.4972,0.8443,0.0832,-0.1476,-0.3014,0.0237,0.2579,0.1812,0.3234,2,7.49,0.4,0.0,0.0863,0.0783,4.766,26.98
maize,3.795,840.05,17.77,770.2,26.38,33.7,17.28,37.29,6.62,5.84,262.67,23.79,234.1,0.843,0.6649,0.4769,0.8132,0.0653,-0.088,-0.1826,0.1052,0.2761,0.1386,0.4265,3,3.95,0.0,0.0,0.074,0.0658,4.428,28.08
soybean,8.396,391.43,21.74,354.71,25.27,35.41,20.77,53.94,13.07,5.44,216.52,7.63,150.74,0.567,0.7739,0.6409,0.9029,0.0903,0.0796,0.0063,0.2294,0.304,0.2437,0.3766,5,6.99,0.41,0.0,0.0465,0.1554,1.652,34.06
cotton,3.882,740.87,63.3,714.16,31.83,39.63,24.76,75.36,15.88,7.3,163.64,16.9,213.62,0.73,0.6338,0.3345,0.7552,0.1147,-0.1922,-0.2551,-0.11,0.2755,0.1294,0.3781,3,6.61,4.63,0.0,0.3876,0.1817,0.625,71.88
cotton,7.802,385.73,56.66,276.49,24.88,33.86,21.33,76.51,20.28,7.34,141.62,34.75,157.77,0.876,0.6419,0.5165,0.7781,0.0677,-0.01,-0.0795,0.1066,0.2472,0.1092,0.34,1,5.13,0.0,0.0,0.4525,0.3896,0.471,60.16
maize,7.144,686.31,17.65,561.77,25.55,30.71,14.83,88.49,18.51,7.56,216.57,32.99,208.69,0.491,0.8422,0.6487,0.9878,0.0942,0.0795,0.0015,0.266,0.2972,0.155,0.3492,3,8.9,0.0,0.0,0.1654,0.1548,4.648,30.96
wheat,8.471,1100.24,72.11,926.86,34.53,39.61,24.05,76.51,6.9,7.98,242.11,14.03,50.0,0.789,0.653,0.4788,0.8062,0.0629,-0.1601,-0.3461,-0.0051,0.2267,0.0873,0.3923,1,9.82,4.61,0.0,0.2708,0.184,3.077,76.65
maize,6.507,496.67,6.69,524.26,22.6,29.97,12.05,87.26,12.13,6.66,93.71,21.79,245.93,1.012,0.802,0.6358,0.9309,0.1234,-0.0307,-0.2043,0.0815,0.2793,0.1957,0.3725,1,8.51,0.0,0.0,0.1228,0.0746,3.84,23.33
chickpea,5.338,669.34,21.08,770.93,22.7,31.65,16.3,76.32,16.2,6.3,347.05,21.22,143.03,0.561,0.7883,0.5442,0.9713,0.1044,-0.0351,-0.235,0.0701,0.3779,0.2465,0.5013,2,3.51,0.0,0.0,0.1033,0.1027,1.224,29.78
chickpea,9.127,737.26,22.59,622.71,23.66,27.96,15.69,70.03,24.3,6.89,298.1,18.54,228.6,0.754,0.7747,0.5207,0.9667,0.0566,-0.0276,-0.0984,0.0601,0.3917,0.3241,0.4485,2,-0.94,0.0,0.0,0.0869,0.0097,1.832,22.89
maize,7.956,805.96,11.0,644.06,23.29,30.04,14.9,44.44,16.13,7.08,361.86,30.09,142.27,0.84,0.7525,0.5711,0.9485,0.1149,0.0451,-0.1202,0.1993,0.2635,0.1117,0.3897,4,2.05,0.0,0.0,0.0589,0.1203,4.305,23.79
rice,6.663,523.07,41.24,604.64,34.59,40.59,23.96,68.66,16.9,6.47,135.29,24.5,161.18,0.903,0.4934,0.2447,0.6329,0.1238,-0.2387,-0.4048,-0.0822,0.1283,-0.0311,0.2403,2,7.64,5.59,0.0,0.3494,0.281,2.618,72.36
wheat,3.587,618.76,57.2,709.99,31.65,41.29,24.2,67.91,16.27,5.77,296.64,44.03,187.68,0.529,0.794,0.529,0.8952,0.0536,-0.1633,-0.3029,-0.0332,0.3654,0.1889,0.4501,5,0.35,6.29,0.0,0.1497,0.1616,4.288,55.68
rice,7.841,961.46,27.26,702.69,24.78,29.62,16.1,77.04,20.29,8.07,237.31,32.17,50.0,0.626,0.6973,0.5114,0.8625,0.1055,-0.0667,-0.1676,0.1022,0.3184,0.1441,0.4981,2,3.45,0.0,0.0,0.2784,0.1437,3.258,50.9
soybean,7.279,778.53,4.93,713.19,26.09,33.31,23.77,55.54,9.15,7.66,271.27,19.53,156.77,1.482,0.5523,0.3581,0.7122,0.0498,-0.0749,-0.218,0.1065,0.2237,0.1643,0.2867,3,21.96,0.0,0.0,0.0695,0.0581,1.162,52.22
wheat,7.033,677.99,28.84,831.0,35.95,42.28,28.85,68.29,5.09,6.41,251.55,24.1,166.57,0.76,0.6884,0.4057,0.8321,0.0447,-0.375,-0.4827,-0.2928,0.1578,-0.0035,0.3102,3,-1.55,7.28,0.0,0.4942,0.3155,4.107,76.25
rice,9.179,504.34,52.14,420.57,28.62,36.22,23.82,64.11,9.06,7.49,196.65,25.76,204.08,0.443,0.6081,0.4755,0.719,0.1007,-0.1412,-0.3374,-0.0908,0.2777,0.1297,0.4485,1,4.66,1.22,0.0,0.3993,0.2423,3.25,58.5
maize,3.465,933.96,76.48,626.0,31.73,39.81,25.22,98.0,2.54,6.1,158.0,33.33,149.86,0.776,0.6522,0.4748,0.7481,0.0581,-0.1678,-0.2249,-0.0773,0.2495,0.0803,0.3452,1,-1.17,4.81,0.0,0.3499,0.295,3.707,68.78
cotton,6.008,676.7,22.91,551.72,34.38,40.0,28.22,51.17,14.75,6.66,330.27,27.09,56.77,0.774,0.6622,0.4181,0.8436,0.1247,-0.3928,-0.5827,-0.2721,0.1359,-0.0023,0.2858,3,3.43,5.0,0.0,0.0997,0.3187,0.554,50.04
chickpea,0.878,673.68,16.69,623.78,29.09,37.2,21.32,65.35,15.74,6.6,223.32,23.17,187.91,0.512,0.6199,0.339,0.7271,0.098,-0.1768,-0.2976,-0.122,0.1703,0.0452,0.3182,1,-5.63,2.2,0.0,0.1367,0.259,1.749,42.54
cotton,4.084,631.31,15.39,669.68,31.57,35.13,24.62,64.09,29.98,6.98,235.14,23.76,147.71,1.025,0.8584,0.5766,0.9565,0.0352,-0.1874,-0.361,-0.1011,0.2138,0.1597,0.345,5,2.52,0.13,0.0,0.0947,0.0355,1.099,22.95
chickpea,0.923,880.34,30.63,632.51,21.36,27.55,12.9,64.73,21.31,7.16,283.57,10.01,194.62,1.065,0.8289,0.5511,0.9864,0.0378,-0.0095,-0.119,0.1323,0.2802,0.1512,0.4599,2,-9.09,0.0,0.0,0.0498,0.1214,1.827,19.72
chickpea,4.63,580.67,56.71,724.67,29.76,34.51,22.41,77.96,4.54,7.85,167.82,5.23,228.43,1.117,0.7424,0.5758,0.8418,0.1657,-0.1752,-0.2307,-0.0712,0.3426,0.189,0.4652,2,3.45,0.0,0.0,0.2726,0.1155,1.651,45.06
rice,8.883,603.08,10.45,662.63,29.53,39.91,20.97,50.44,9.43,5.98,332.44,31.44,246.34,0.553,0.6593,0.5394,0.8037,0.1255,-0.2671,-0.3282,-0.2112,0.0708,-0.0162,0.2003,1,0.56,4.91,0.0,0.1849,0.1726,2.874,55.66
soybean,6.334,776.04,30.29,584.07,26.63,34.67,20.77,49.82,12.01,7.3,126.39,27.25,155.65,1.034,0.6982,0.4842,0.8585,0.1203,-0.2263,-0.3625,-0.1355,0.2776,0.1162,0.4011,5,-0.68,0.0,0.0,0.0724,0.1549,1.818,35.84
wheat,0.721,640.56,22.52,587.68,30.95,36.53,23.92,79.4,3.74,7.78,256.27,7.29,197.23,0.58,0.6426,0.533,0.7401,0.0671,-0.1807,-0.3125,-0.0129,0.1355,-0.0173,0.3102,3,7.62,1.53,0.0,0.1841,0.1122,4.515,56.36
cotton,3.254,1058.11,17.12,732.41,24.55,27.86,17.56,76.56,2.66,6.52,220.9,46.69,182.31,0.892,0.7027,0.4669,0.8917,0.0362,0.0085,-0.1784,0.0943,0.31,0.1332,0.4319,4,2.15,0.0,0.0,0.1065,0.1401,1.137,25.91
soybean,1.26,826.99,47.32,1008.17,25.23,32.47,19.13,71.71,21.26,5.51,439.89,25.05,207.1,0.795,0.8868,0.5982,1.0,0.0602,-0.1433,-0.2264,-0.0271,0.3013,0.2032,0.4303,4,0.95,0.0,0.0,0.187,0.2338,1.221,31.31
maize,0.839,676.09,5.77,692.42,31.12,37.56,24.53,60.94,17.46,7.97,245.64,23.01,248.2,0.886,0.7275,0.563,0.8424,0.1283,-0.1961,-0.3069,-0.1422,0.1084,0.0449,0.159,1,-4.86,2.56,0.0,0.1172,0.2859,4.267,52.71
soybean,0.638,498.41,50.03,591.09,26.11,34.81,17.49,76.46,1.0,7.02,258.88,26.39,191.15,1.032,0.6187,0.4971,0.7665,0.0959,-0.1193,-0.2638,0.0742,0.4482,0.395,0.5396,5,4.5,0.0,0.0,0.1353,0.1015,1.165,38.76
soybean,3.829,1009.86,83.17,667.09,28.73,35.72,20.99,51.33,3.35,6.48,285.13,22.16,178.94,0.945,0.7548,0.472,0.9348,0.1383,-0.0286,-0.1445,0.0455,0.4561,0.2921,0.6202,1,-6.88,0.72,0.0,0.1901,0.2609,1.558,33.84
chickpea,7.959,841.92,5.16,1042.02,34.94,40.6,28.51,89.15,18.32,7.65,332.92,24.21,229.35,0.692,0.5786,0.3303,0.7102,0.0224,-0.4391,-0.5376,-0.3617,0.1625,0.0115,0.2615,1,-8.54,5.6,0.0,0.2211,0.2791,1.247,73.17
chickpea,6.172,464.22,38.22,516.26,28.08,36.3,20.51,59.78,10.71,5.55,290.69,34.98,223.04,0.744,0.7054,0.4916,0.8076,0.0411,-0.1514,-0.3059,-0.027,0.195,0.0287,0.3139,3,-3.41,1.3,0.0,0.1623,0.1195,1.315,40.36
wheat,9.831,567.55,63.56,648.17,34.16,42.6,26.64,63.13,11.16,6.91,290.27,33.92,96.32,0.961,0.6644,0.5365,0.8381,0.0768,-0.241,-0.3876,-0.047,0.363,0.2603,0.5264,5,7.14,7.6,0.0,0.2118,0.2431,3.684,67.09
maize,5.637,524.09,17.06,620.82,30.57,36.25,20.78,79.21,20.71,6.73,221.84,15.08,186.83,0.346,0.7072,0.4493,0.8744,0.0338,-0.2257,-0.4056,-0.14,0.1454,0.0897,0.2718,4,19.73,1.25,0.0,0.1645,0.139,3.904,28.14
rice,1.877,894.52,3.38,694.02,26.77,35.36,15.67,35.55,12.82,7.23,147.53,21.7,243.92,0.406,0.6359,0.3657,0.7164,0.0524,-0.1996,-0.285,-0.1125,0.1429,0.0845,0.2755,3,4.32,0.36,0.0,0.0314,0.0374,3.323,24.53
maize,2.977,625.59,8.93,503.19,30.83,34.55,23.51,73.74,8.16,8.01,195.64,13.62,167.26,0.468,0.7735,0.5511,0.8553,0.0682,-0.2667,-0.3563,-0.1697,0.115,0.0331,0.2782,1,-8.26,0.0,0.0,0.2465,0.1975,4.642,46.63
soybean,2.246,604.28,12.64,637.63,26.36,38.65,20.29,62.68,12.18,6.07,227.07,31.17,114.32,1.039,0.6907,0.4157,0.8892,0.1015,-0.1836,-0.3705,-0.0402,0.2489,0.1021,0.3426,2,5.99,3.65,0.0,0.1462,0.16,1.613,45.28
wheat,1.696,561.68,35.94,559.52,26.1,34.79,20.98,69.01,17.81,7.4,365.31,32.0,93.22,0.858,0.6379,0.346,0.7505,0.0869,-0.1569,-0.3219,-0.0587,0.2691,0.1988,0.348,2,-4.37,0.0,0.0,0.1029,0.1908,4.696,43.61
rice,4.665,580.77,46.03,432.0,17.17,21.48,11.05,55.22,10.02,6.01,170.83,10.91,138.77,0.799,0.6741,0.5289,0.8303,0.089,0.3176,0.2343,0.4584,0.5225,0.3886,0.6163,5,4.57,0.0,0.0,0.0803,0.0,3.216,31.94
soybean,5.53,613.83,31.63,522.22,28.85,36.35,22.33,75.11,20.21,6.62,260.73,25.54,151.99,0.719,0.709,0.4172,0.8513,0.1531,-0.2583,-0.351,-0.1888,0.1508,-0.0139,0.3179,4,8.08,1.35,0.0,0.345,0.2158,1.576,40.76
maize,6.418,412.98,7.95,388.9,22.6,28.98,14.56,61.48,11.07,7.19,280.21,14.93,139.23,0.648,0.5771,0.4064,0.6636,0.0495,-0.0013,-0.1233,0.1734,0.1928,0.0149,0.3057,2,-4.56,0.0,0.0,0.0858,0.0215,3.793,36.93
chickpea,2.096,1231.22,26.61,1102.04,34.65,41.99,26.29,34.78,18.65,6.22,202.5,39.27,122.73,0.539,0.7158,0.605,0.8525,0.061,-0.3504,-0.4485,-0.1561,0.0624,-0.0621,0.1985,5,12.32,6.99,0.0,0.0407,0.2617,0.712,54.52
maize,4.18,595.67,23.51,620.01,21.9,29.37,12.36,75.1,18.48,6.42,164.57,31.04,143.58,1.19,0.6569,0.3649,0.8156,0.1379,-0.0043,-0.0977,0.1108,0.339,0.2235,0.4751,1,7.69,0.0,0.0,0.1516,0.1588,3.92,40.77
chickpea,3.024,810.46,29.01,527.09,30.37,37.28,21.11,67.52,3.31,7.41,109.67,25.61,126.78,0.551,0.6179,0.3555,0.7692,0.0947,-0.323,-0.5182,-0.2725,0.1873,0.0302,0.2897,4,5.96,2.28,0.0,0.2416,0.1873,1.105,60.5
wheat,2.853,578.49,12.48,693.98,22.85,32.13,14.0,83.05,15.12,6.73,296.34,19.32,238.24,0.629,0.655,0.4106,0.8385,0.1231,0.0191,-0.1139,0.1989,0.3672,0.2947,0.4372,2,17.5,0.0,0.0,0.2245,0.1913,4.588,32.51
maize,1.644,722.01,13.39,666.58,33.33,40.59,29.33,60.03,12.38,6.92,263.65,11.01,122.0,0.634,0.7713,0.6293,0.9596,0.0758,-0.4703,-0.5813,-0.2792,-0.0002,-0.0682,0.1146,3,-0.67,5.59,0.0,0.1617,0.1944,3.702,49.77
chickpea,8.819,608.75,17.48,715.21,33.6,40.28,25.39,69.89,11.15,6.71,204.14,16.47,123.71,0.487,0.7022,0.5,0.9004,0.0679,-0.3576,-0.4676,-0.2767,0.1073,0.0298,0.2017,1,8.36,5.28,0.0,0.2705,0.3633,1.222,65.03
cotton,9.728,650.8,12.74,525.37,23.62,28.83,19.73,77.8,19.9,6.32,259.84,19.91,193.91,0.275,0.6825,0.4432,0.8607,0.1276,-0.0203,-0.1667,0.1199,0.3328,0.2043,0.4154,5,19.86,0.0,0.0,0.1051,0.0616,0.868,27.63
cotton,3.058,955.44,19.01,787.3,21.88,30.31,13.51,85.49,9.45,7.42,307.72,16.29,229.02,0.489,0.7744,0.5408,0.9579,0.0898,0.1061,-0.0505,0.171,0.3776,0.2342,0.4821,2,-2.38,0.0,0.0,0.1182,0.1112,0.708,21.35
chickpea,5.411,587.73,21.42,477.24,33.97,41.77,28.76,34.64,22.54,7.41,244.69,36.57,197.16,0.669,0.5882,0.3541,0.6744,0.1031,-0.3716,-0.536,-0.2887,-0.0355,-0.2007,0.124,2,7.94,6.77,0.0,0.0378,0.1074,0.821,63.06
rice,6.438,802.43,45.43,717.77,22.9,31.28,18.65,74.52,14.74,6.76,341.05,24.76,114.41,1.108,0.7643,0.5643,0.9379,0.0408,0.0225,-0.0844,0.0792,0.327,0.2445,0.45,3,3.88,0.0,0.0,0.2035,0.1069,3.922,21.37
cotton,7.866,834.77,5.48,822.68,29.61,36.5,22.77,70.34,7.88,7.36,197.38,21.35,95.19,0.756,0.6555,0.543,0.7777,0.099,-0.2832,-0.3704,-0.1249,0.1783,0.0971,0.2657,5,-0.44,1.5,0.0,0.1678,0.1204,0.896,46.58
maize,7.522,604.64,6.29,423.57,33.85,42.14,24.26,66.12,20.23,7.56,72.48,28.87,221.56,0.755,0.5845,0.4626,0.6704,0.0649,-0.3178,-0.5158,-0.1483,0.1271,0.0309,0.226,2,9.43,7.14,0.0,0.1364,0.2949,2.882,73.2
wheat,9.568,589.79,17.38,618.88,25.22,34.64,18.46,47.19,9.87,6.09,158.92,9.44,108.69,0.815,0.5816,0.4202,0.6669,0.0666,-0.0583,-0.1433,0.1017,0.2186,0.0676,0.3486,1,12.06,0.0,0.0,0.0722,0.1083,4.991,43.03
wheat,7.346,378.67,31.23,428.13,20.31,25.52,14.96,85.04,15.3,6.86,241.24,15.41,112.4,0.855,0.7899,0.5349,0.9455,0.116,0.1075,-0.0912,0.2259,0.448,0.2681,0.5156,4,8.73,0.0,0.0,0.1517,0.1534,4.278,31.01
cotton,6.034,451.79,4.53,560.46,23.94,31.1,19.37,94.65,17.91,5.56,193.98,5.45,78.92,0.571,0.5504,0.2629,0.7102,0.0839,-0.0402,-0.1058,0.0822,0.2034,0.0487,0.307,5,9.13,0.0,0.0,0.5494,0.3014,0.38,77.68
rice,3.134,722.77,22.99,795.16,24.21,33.13,17.36,50.66,18.26,7.05,101.43,22.18,254.61,0.755,0.7823,0.5399,0.8734,0.1075,0.1658,-0.0155,0.2805,0.0919,-0.0185,0.1678,5,3.77,0.0,0.0,0.0317,0.0226,3.48,14.87
soybean,4.093,479.84,44.02,506.1,27.74,31.45,21.1,68.73,13.42,7.44,82.55,27.15,122.97,0.968,0.7001,0.529,0.8228,0.1418,-0.1735,-0.3321,-0.0912,0.1741,0.0554,0.2797,4,11.21,0.0,0.0,0.1993,0.1744,1.505,43.37
chickpea,1.251,1343.32,36.19,1458.5,27.39,36.52,16.8,75.95,19.15,7.45,346.61,8.28,235.24,0.851,0.7974,0.6096,0.974,0.1063,-0.1593,-0.2446,-0.1065,0.3431,0.2354,0.4612,4,10.71,1.52,0.0,0.2861,0.223,1.128,46.65
chickpea,6.226,586.67,48.09,416.44,21.94,31.58,14.54,71.35,9.38,8.08,333.88,23.96,169.77,1.133,0.6701,0.554,0.772,0.1441,0.0736,-0.0093,0.2532,0.3762,0.3062,0.536,4,9.16,0.0,0.0,0.0712,0.0462,1.811,28.79
rice,1.866,883.72,24.6,1021.87,33.07,40.18,24.01,77.53,6.34,5.95,260.0,5.0,205.29,0.439,0.6554,0.4801,0.7762,0.1067,-0.3124,-0.4611,-0.1654,0.0613,-0.0047,0.174,2,-1.28,5.18,0.0,0.4304,0.1681,2.776,73.89
maize,2.271,642.65,17.06,671.65,38.21,44.51,25.89,98.0,24.28,6.16,258.97,20.64,198.31,0.636,0.5606,0.402,0.6872,0.1159,-0.4388,-0.5939,-0.3804,0.0212,-0.1181,0.1397,2,6.19,9.51,0.0,0.4674,0.4639,2.869,89.56
rice,3.666,504.97,53.64,352.34,27.0,36.01,17.21,55.52,14.68,6.44,273.68,25.85,277.27,0.957,0.7553,0.4608,0.928,0.0694,0.0218,-0.1296,0.2039,0.4378,0.2841,0.5194,1,-8.04,1.01,0.0,0.1186,0.2877,3.477,23.16
