crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
soybean,8.942,478.46,16.38,377.35,25.5,29.32,20.3,52.78,16.58,7.95,260.39,36.87,108.86,0.968,0.6977,0.5185,0.7807,0.1255,-0.0551,-0.243,0.0381,0.2496,0.1244,0.4075,3,-5.23,0.0,0.0,0.0579,0.0153,1.681,29.41
cotton,1.475,1355.03,69.53,1500.0,28.23,37.3,22.01,94.83,6.45,6.44,317.47,35.76,131.4,0.33,0.7051,0.5705,0.8977,0.095,-0.1048,-0.2301,0.0461,0.3128,0.1533,0.3782,2,-1.87,2.3,0.0,0.4789,0.2768,0.907,48.86
soybean,2.698,860.84,10.55,956.22,25.62,30.59,22.67,54.04,20.49,7.11,178.64,16.56,169.79,0.305,0.6149,0.3379,0.7529,0.0472,0.0314,-0.1095,0.2197,0.3299,0.2319,0.4323,2,1.18,0.0,0.0,0.0636,0.2003,1.658,29.79
rice,9.876,799.97,38.13,826.75,24.91,35.44,20.54,79.25,4.74,6.73,312.91,29.23,271.4,0.697,0.7652,0.6311,0.8933,0.1234,0.0442,-0.021,0.2403,0.3332,0.2263,0.4327,5,1.91,0.44,0.0,0.1848,0.1546,3.153,20.56
chickpea,1.062,695.53,15.19,564.87,31.97,42.39,24.34,48.75,15.44,8.06,293.4,24.71,148.12,0.502,0.7704,0.5536,0.8902,0.1022,-0.3726,-0.462,-0.2313,0.0568,-0.0741,0.2096,1,9.89,7.39,0.0,0.1064,0.2948,1.244,57.88
rice,5.985,468.94,5.35,320.68,15.61,24.7,6.72,88.8,13.98,7.88,188.76,29.13,189.62,0.584,0.7715,0.6714,0.899,0.1018,0.1247,0.05,0.3072,0.4032,0.236,0.5371,4,5.58,0.0,0.0,0.1075,0.1006,3.262,34.4
soybean,1.061,529.67,22.87,610.33,21.68,28.67,12.5,98.0,5.46,6.14,261.04,31.4,169.87,0.399,0.7821,0.5479,0.8652,0.1116,-0.0956,-0.2825,0.0617,0.3162,0.1557,0.4335,5,8.14,0.0,0.0,0.1598,0.294,1.23,30.74
rice,8.228,605.55,54.25,459.36,31.27,36.63,21.0,53.01,13.27,6.17,202.43,43.94,202.35,0.457,0.7078,0.5074,0.8892,0.0718,-0.1574,-0.2482,0.0,0.267,0.1133,0.4177,4,-3.01,1.63,0.0,0.1123,0.1578,3.378,25.39
maize,9.801,489.02,22.26,413.76,29.22,33.24,25.09,42.65,8.19,5.84,156.42,24.66,166.78,0.76,0.6013,0.492,0.7167,0.0877,-0.2133,-0.4083,-0.0972,0.1292,0.0351,0.1848,2,-10.0,0.0,0.0,0.0443,0.0307,4.327,41.63
chickpea,1.394,750.03,27.69,510.68,24.37,31.64,17.63,72.44,27.34,6.38,354.67,25.24,242.25,0.793,0.95,0.6539,1.0,0.1205,-0.0594,-0.1576,0.0838,0.3951,0.2298,0.5462,4,8.8,0.0,0.0,0.0701,0.1709,1.616,25.97
rice,2.798,944.97,20.56,888.91,27.3,36.47,15.7,60.59,19.48,7.85,247.7,27.31,178.65,0.471,0.7454,0.6018,0.838,0.0909,-0.2256,-0.2917,-0.0907,0.2288,0.1424,0.3258,1,0.25,1.47,0.0,0.0585,0.2341,3.383,40.37
cotton,5.475,361.53,32.11,307.2,19.58,28.13,13.89,71.07,20.36,6.53,233.89,34.81,177.6,1.305,0.6977,0.4647,0.8565,0.1262,0.2407,0.0553,0.3257,0.2876,0.1513,0.4199,3,9.81,0.0,0.0,0.1246,0.0522,1.207,23.66
cotton,6.923,285.29,28.79,198.76,35.35,43.24,27.35,56.56,16.81,5.72,176.47,7.66,166.54,1.09,0.6196,0.4006,0.7784,0.1059,-0.2935,-0.3898,-0.1078,0.2657,0.1815,0.3265,2,1.05,8.24,0.0,0.2235,0.277,0.543,85.0
soybean,7.194,719.4,38.82,673.73,28.95,32.21,21.71,63.34,17.23,7.14,235.33,25.44,199.03,0.832,0.5637,0.3437,0.717,0.1078,-0.226,-0.3556,-0.1686,0.3223,0.2717,0.4721,4,-3.03,0.0,0.0,0.1467,0.0406,1.693,35.83
rice,7.578,683.85,56.78,812.67,26.32,30.07,19.02,74.87,6.23,6.64,198.61,25.39,312.56,0.572,0.7039,0.5803,0.8191,0.0865,-0.0716,-0.1652,0.0148,0.3399,0.1919,0.4272,3,-0.71,0.0,0.0,0.1789,0.2337,3.119,32.6
cotton,3.371,913.1,15.92,735.17,34.82,41.41,28.73,63.99,12.34,5.59,169.74,37.14,160.98,0.918,0.6668,0.4835,0.7543,0.1181,-0.4523,-0.5915,-0.3058,0.0494,-0.1253,0.2169,2,4.71,6.41,0.0,0.1773,0.2932,0.395,71.54
cotton,4.112,449.83,32.41,550.84,37.0,44.7,35.0,92.46,22.09,6.16,271.28,37.36,173.68,0.733,0.6541,0.5049,0.8381,0.0727,-0.3548,-0.5442,-0.2542,0.1039,0.0513,0.2253,1,2.9,9.7,0.0,0.3556,0.3505,0.305,83.7
chickpea,7.679,667.9,6.5,611.59,25.8,33.99,20.22,61.49,24.45,7.06,117.49,24.11,190.34,0.537,0.7439,0.4686,0.9056,0.1205,-0.0359,-0.2074,0.1155,0.1781,0.0133,0.2509,1,5.2,0.0,0.0,0.1202,0.0163,1.332,14.75
wheat,7.976,331.87,43.68,317.31,28.01,33.61,18.73,64.56,21.27,6.64,228.84,27.07,89.1,1.077,0.7076,0.5865,0.8223,0.1488,-0.0384,-0.1669,0.1316,0.2145,0.0682,0.3698,1,13.59,0.0,0.0,0.2369,0.2861,4.596,28.82
chickpea,2.441,828.45,22.6,830.64,34.55,40.57,28.18,54.88,17.31,7.81,255.28,23.23,157.03,0.603,0.6568,0.3612,0.7472,0.0826,-0.2953,-0.4456,-0.1965,0.1881,0.1214,0.3328,5,8.68,5.57,0.0,0.1863,0.2893,1.392,68.8
cotton,3.77,775.4,88.77,770.56,19.44,25.48,13.48,40.29,20.64,8.07,246.5,27.8,148.75,0.637,0.7303,0.5211,0.8768,0.0997,0.2379,0.0407,0.3887,0.56,0.4477,0.6915,1,0.4,0.0,0.0,0.0623,0.1952,0.973,38.48
chickpea,7.247,653.66,26.24,548.59,27.78,35.47,20.51,78.76,14.63,6.31,166.96,39.45,159.3,0.351,0.7334,0.4478,0.8941,0.1388,-0.1274,-0.2171,0.0073,0.2764,0.1444,0.3907,3,7.11,0.47,0.0,0.207,0.3434,1.177,30.92
wheat,5.442,520.2,18.8,514.75,23.22,32.79,15.98,62.22,26.74,5.67,145.74,13.45,94.59,0.712,0.6995,0.5898,0.8736,0.0918,0.1428,-0.0309,0.2469,0.3398,0.1875,0.4954,5,8.52,0.0,0.0,0.232,0.2368,4.547,50.21
chickpea,4.519,437.53,30.45,434.66,29.07,33.51,23.29,83.81,24.07,5.78,248.36,23.7,132.34,0.861,0.7435,0.5783,0.8305,0.1205,-0.1584,-0.3474,-0.057,0.2209,0.1052,0.3719,4,1.7,0.0,0.0,0.1382,0.1286,1.404,30.6
maize,3.888,824.64,6.45,928.73,27.63,30.1,16.53,62.59,16.35,6.97,193.7,30.4,258.27,0.938,0.6696,0.3818,0.8602,0.0964,-0.1396,-0.3152,0.0494,0.1588,0.1054,0.2953,1,-8.82,0.0,0.0,0.1134,0.1448,4.244,22.59
maize,3.828,965.7,11.94,685.25,22.64,29.86,14.66,72.41,9.23,6.52,350.43,10.8,111.99,0.407,0.619,0.3501,0.8118,0.1187,-0.1206,-0.1811,0.0319,0.2328,0.0615,0.3451,3,10.85,0.0,0.0,0.1482,0.0908,4.082,40.39
wheat,5.936,533.72,21.77,653.18,29.23,34.5,19.21,72.9,6.57,6.15,180.28,19.99,161.39,1.26,0.7335,0.5899,0.8957,0.1209,-0.1754,-0.2704,-0.1035,0.1235,-0.0237,0.2583,1,2.29,0.0,0.0,0.1834,0.1883,4.629,27.41
wheat,8.224,238.74,40.91,165.03,19.36,26.75,13.78,47.28,6.43,7.49,311.81,25.25,215.8,0.879,0.7719,0.4863,0.8833,0.143,0.0911,-0.011,0.2749,0.4001,0.2637,0.5062,4,3.84,0.0,0.0,0.0325,0.0301,4.584,23.77
wheat,9.419,781.82,57.07,508.87,27.75,30.42,24.94,40.2,20.56,7.34,329.71,15.5,250.55,0.608,0.9235,0.777,1.0,0.0614,-0.0999,-0.2391,-0.0453,0.3891,0.215,0.4648,3,-1.29,0.0,0.0,0.0428,0.0699,4.672,18.06
soybean,5.429,692.95,30.43,824.69,22.97,28.12,18.35,70.36,21.82,6.19,152.15,14.47,217.35,0.949,0.6756,0.4349,0.803,0.1261,-0.0061,-0.1674,0.0516,0.3165,0.1525,0.4853,1,8.39,0.0,0.0,0.1638,0.2481,1.758,33.68
chickpea,2.905,560.06,55.1,588.47,28.57,32.88,20.91,53.47,16.16,5.29,198.22,21.53,201.61,0.886,0.669,0.4505,0.7501,0.1008,-0.013,-0.1026,0.151,0.3503,0.2545,0.444,4,-2.55,0.0,0.0,0.116,0.2491,1.244,46.7
rice,7.074,493.32,21.12,590.17,28.2,33.4,20.15,64.41,10.4,6.99,225.95,29.92,203.07,0.465,0.485,0.3612,0.6021,0.136,-0.1126,-0.2876,0.0031,0.1782,0.006,0.3464,3,4.13,0.0,0.0,0.2558,0.2462,2.953,47.81
cotton,7.437,150.0,3.86,187.35,20.11,27.73,12.87,54.72,8.06,6.45,106.95,38.85,224.72,0.159,0.6182,0.4425,0.7593,0.0695,-0.0233,-0.1709,0.0832,0.3068,0.2495,0.42,1,-0.94,0.0,0.0,0.0619,0.1942,0.978,26.2
maize,3.571,994.4,76.45,971.45,27.85,34.12,20.65,74.3,1.0,6.66,94.52,18.57,192.1,0.191,0.6614,0.418,0.8295,0.0866,0.0296,-0.022,0.2164,0.4152,0.2531,0.5768,1,-1.62,0.0,0.0,0.3945,0.1149,4.169,47.54
cotton,8.24,942.94,8.95,780.71,28.19,35.67,21.94,70.86,10.3,6.7,257.1,24.5,218.16,0.728,0.6794,0.5278,0.8686,0.1209,-0.2116,-0.3998,-0.1424,0.1912,0.0414,0.326,5,4.47,0.67,0.0,0.1061,0.0961,0.793,24.82
soybean,5.286,475.18,51.34,387.12,24.15,28.84,19.1,90.95,20.76,6.72,177.29,28.11,225.79,0.67,0.625,0.3766,0.7581,0.0674,0.0199,-0.16,0.1477,0.0972,-0.0048,0.2127,5,11.75,0.0,0.0,0.4304,0.1911,1.636,42.68
maize,6.65,761.87,51.12,526.01,30.42,35.45,24.15,51.72,19.77,6.36,187.45,28.15,226.25,0.15,0.6649,0.5114,0.848,0.0917,-0.1358,-0.3351,-0.0087,0.2724,0.2166,0.3704,3,2.93,0.45,0.0,0.1918,0.1591,4.225,38.38
soybean,3.365,746.01,10.45,609.8,28.0,36.25,20.81,78.0,14.02,7.09,195.16,15.89,108.56,1.003,0.7061,0.5171,0.8201,0.1598,-0.222,-0.4128,-0.0782,0.1467,0.008,0.2823,2,-0.45,1.25,0.0,0.1307,0.0227,1.628,38.42
chickpea,4.204,421.72,8.08,278.69,32.36,40.91,26.26,61.1,12.24,6.89,236.98,28.36,121.4,0.719,0.6664,0.3739,0.775,0.0953,-0.3026,-0.4722,-0.2178,0.0505,-0.0925,0.1219,1,8.16,5.91,0.0,0.1251,0.1551,0.898,53.76
wheat,6.973,360.87,18.03,438.58,25.67,32.66,13.95,81.64,24.15,5.92,246.69,47.92,50.0,0.968,0.6359,0.3373,0.7953,0.02,-0.1344,-0.1989,0.0388,0.2781,0.1268,0.4188,5,3.21,0.0,0.0,0.1531,0.1359,4.883,25.44
cotton,1.565,927.1,27.34,680.15,21.11,26.24,17.24,34.8,25.85,7.77,236.27,22.52,228.36,0.671,0.8392,0.7342,0.9782,0.0608,-0.0067,-0.1107,0.0674,0.2749,0.122,0.3845,3,4.8,0.0,0.0,0.0244,0.0822,0.587,27.17
soybean,6.712,476.68,10.84,478.54,30.74,35.93,21.7,65.88,18.12,7.48,260.92,21.57,114.95,0.478,0.6421,0.471,0.8208,0.0568,-0.3766,-0.475,-0.3039,0.0946,-0.0527,0.1993,2,7.61,0.93,0.0,0.187,0.1645,1.106,51.17
wheat,2.08,954.14,26.53,751.47,18.34,27.08,12.68,67.79,9.11,6.67,180.28,18.97,232.44,0.983,0.5506,0.3676,0.6676,0.1146,0.2718,0.0766,0.3456,0.3289,0.2052,0.3926,2,1.51,0.0,0.0,0.0802,0.2663,4.778,38.16
maize,2.336,807.6,27.53,967.83,35.43,44.68,35.0,63.39,22.07,6.98,283.37,22.28,188.31,0.285,0.523,0.3154,0.6842,0.0871,-0.45,-0.5564,-0.3185,0.1777,0.0043,0.2653,5,-8.98,9.68,0.0,0.2048,0.4242,2.938,80.07
chickpea,6.25,286.29,14.09,253.08,28.77,34.49,20.33,59.48,13.83,5.8,258.83,19.51,190.39,0.812,0.6321,0.4699,0.735,0.1277,-0.2734,-0.3847,-0.0907,0.2231,0.1686,0.2791,4,6.0,0.0,0.0,0.1415,0.1322,1.034,39.53
wheat,5.524,836.54,15.63,753.59,25.78,34.04,17.92,65.64,17.45,6.21,219.78,21.54,225.34,0.886,0.7983,0.547,0.9445,0.1487,0.0487,-0.0629,0.176,0.229,0.1225,0.2927,5,8.67,0.0,0.0,0.0876,0.1962,4.454,25.44
wheat,5.967,770.03,38.45,790.95,26.19,33.29,22.51,59.88,17.39,7.84,213.57,5.0,259.23,0.977,0.7391,0.5089,0.865,0.0507,-0.0807,-0.2764,0.0618,0.3195,0.257,0.3988,4,2.85,0.0,0.0,0.0581,0.1166,5.063,32.74
soybean,5.257,727.79,64.19,842.1,33.01,39.72,22.58,73.95,10.19,6.78,275.71,25.99,208.47,0.302,0.7681,0.5321,0.8988,0.0218,-0.2232,-0.4114,-0.1612,0.2784,0.1857,0.3783,2,6.24,4.72,0.0,0.2962,0.2293,1.385,42.92
cotton,1.623,889.83,50.92,608.34,26.45,33.91,19.45,98.0,17.83,4.8,207.28,25.34,146.54,0.608,0.815,0.6598,0.9639,0.02,0.0328,-0.0708,0.179,0.3408,0.2264,0.4168,2,9.41,0.0,0.0,0.5262,0.1398,0.785,60.93
cotton,9.117,214.51,107.51,152.72,25.92,31.89,18.08,74.78,11.66,7.7,168.23,10.82,174.78,0.357,0.6801,0.4077,0.8584,0.0575,0.0713,-0.0107,0.1698,0.4626,0.3914,0.5188,2,2.9,0.0,1.751,0.4834,0.2367,0.77,68.07
wheat,9.035,672.03,9.54,557.94,25.47,32.66,19.01,70.58,26.09,6.77,319.35,34.74,174.28,0.693,0.6655,0.4672,0.7733,0.0635,-0.1312,-0.2724,0.0644,0.2189,0.0792,0.2748,1,-1.85,0.0,0.0,0.151,0.1116,4.72,27.34
soybean,7.829,973.74,7.24,911.99,23.56,29.27,15.27,59.23,27.22,6.95,76.1,23.65,216.54,0.802,0.5884,0.3852,0.7713,0.0671,-0.1193,-0.2689,0.0144,0.2822,0.2185,0.4589,1,7.85,0.0,0.0,0.0983,0.2018,1.404,36.41
wheat,9.372,901.18,19.19,1101.95,26.62,32.05,18.27,67.19,9.55,6.43,269.58,26.57,104.86,0.721,0.719,0.5088,0.8369,0.066,-0.0031,-0.1586,0.0932,0.2821,0.1982,0.4384,4,10.8,0.0,0.0,0.0965,0.1137,4.89,19.11
cotton,6.6,782.62,38.22,687.97,26.67,33.1,21.0,68.72,11.31,5.61,353.11,24.41,116.73,0.912,0.5953,0.3929,0.7259,0.0478,-0.2233,-0.3538,-0.1047,0.2545,0.1677,0.3759,1,-3.58,0.0,0.0,0.2046,0.1998,1.118,54.12
cotton,2.63,654.54,5.64,597.35,20.27,29.67,8.62,55.94,16.12,6.28,167.17,32.99,225.67,1.02,0.6509,0.4063,0.7631,0.1284,0.1129,-0.043,0.1804,0.2578,0.1598,0.3818,3,-0.11,0.0,0.0,0.0403,0.1816,0.74,35.33
maize,6.21,686.28,49.43,828.47,25.94,28.37,19.85,66.85,11.67,7.05,212.32,9.13,174.82,0.311,0.8402,0.626,0.9465,0.0884,-0.1217,-0.2225,0.0656,0.3476,0.183,0.4417,3,-0.76,0.0,0.0,0.128,0.0,4.286,34.36
cotton,5.924,620.38,67.36,543.11,28.03,34.76,20.7,58.44,6.64,6.98,167.48,20.21,259.32,0.938,0.8273,0.6881,0.9294,0.078,-0.0622,-0.2395,0.0624,0.3713,0.2894,0.519,2,-2.66,0.0,0.0,0.0924,0.0358,1.016,15.95
maize,5.107,683.65,34.48,463.11,26.43,30.13,18.5,71.69,14.45,6.43,262.72,29.07,301.07,0.447,0.7055,0.466,0.871,0.085,-0.1306,-0.1848,0.0389,0.2428,0.1207,0.3268,3,13.82,0.0,0.0,0.1712,0.1408,4.723,23.87
maize,4.826,928.02,64.37,1083.13,15.0,21.36,5.0,58.23,22.54,5.22,276.75,14.57,122.76,1.073,0.6393,0.461,0.8365,0.0589,0.2939,0.1562,0.4687,0.6266,0.5252,0.7627,5,15.71,0.0,0.0,0.0704,0.1175,3.888,50.21
soybean,4.193,735.5,53.3,898.51,30.78,37.26,24.69,46.52,7.96,6.7,148.98,28.14,117.16,0.719,0.7328,0.63,0.8731,0.0847,-0.2368,-0.4244,-0.1777,0.1081,-0.0036,0.2721,1,-5.23,2.26,0.0,0.0974,0.0438,1.767,31.07
rice,5.447,570.81,75.3,507.44,24.17,28.25,14.37,77.21,15.34,5.73,182.71,19.59,120.99,0.571,0.6517,0.4916,0.8177,0.0802,0.1383,0.0312,0.2205,0.3325,0.2513,0.4633,1,-8.71,0.0,0.0,0.2656,0.0441,3.272,50.75
rice,4.037,451.3,39.16,403.48,27.36,35.14,21.7,91.37,8.36,6.7,239.65,29.46,119.61,0.576,0.6825,0.4251,0.8492,0.1626,-0.0382,-0.1622,0.0622,0.298,0.1641,0.3904,3,8.21,0.14,0.0,0.4508,0.2634,3.38,46.23
maize,6.663,850.72,35.5,1030.37,19.7,24.69,8.55,74.25,12.21,6.71,321.7,22.7,125.65,0.584,0.607,0.411,0.6986,0.1095,0.0148,-0.0376,0.2134,0.3921,0.2898,0.4607,1,2.7,0.0,0.0,0.1915,0.2655,4.282,34.04
maize,4.523,447.48,42.93,379.02,31.17,38.3,24.86,68.66,18.46,6.63,357.63,27.86,158.38,0.65,0.7181,0.5114,0.8901,0.1181,-0.2436,-0.3126,-0.0685,0.2742,0.165,0.4342,3,14.74,3.3,0.0,0.2685,0.2905,3.258,45.77
rice,8.736,721.17,14.29,812.46,26.94,31.65,23.28,63.92,24.88,6.32,281.27,5.0,50.0,0.633,0.5724,0.4552,0.7148,0.1324,-0.1687,-0.3123,-0.0808,0.1961,0.1333,0.277,2,-0.03,0.0,0.0,0.067,0.0,3.452,42.26
wheat,9.855,962.21,17.29,1180.0,29.51,34.56,18.62,58.64,20.17,6.08,264.27,31.9,187.58,0.918,0.7167,0.5073,0.8952,0.0767,-0.1464,-0.275,0.0355,0.2106,0.1366,0.2714,3,-0.77,0.0,0.0,0.054,0.0962,4.623,22.77
wheat,7.518,832.75,49.06,772.79,25.01,31.64,20.61,59.69,15.79,6.25,307.21,16.62,137.49,1.175,0.7823,0.4899,0.8814,0.1296,-0.1116,-0.1833,0.0693,0.3859,0.3009,0.4705,5,6.28,0.0,0.0,0.063,0.0835,4.721,26.24
chickpea,5.784,536.92,23.78,662.52,35.8,43.71,26.78,57.1,15.56,7.23,322.9,27.46,221.82,0.736,0.5553,0.3309,0.72,0.1027,-0.3914,-0.502,-0.2428,0.2517,0.1039,0.3364,3,2.92,8.71,0.0,0.244,0.1942,0.742,76.38
cotton,4.248,640.44,17.53,608.81,20.99,26.51,14.67,60.77,9.14,6.61,284.96,32.03,174.48,0.475,0.6911,0.4902,0.8346,0.0735,0.0332,-0.1008,0.097,0.2276,0.1573,0.3176,2,-3.77,0.0,0.0,0.113,0.1319,0.824,28.52
wheat,8.45,702.9,84.87,524.46,30.9,37.77,26.36,47.62,18.82,6.59,149.47,29.5,237.24,1.083,0.8055,0.6167,0.9967,0.1257,-0.3283,-0.4716,-0.2753,0.3846,0.2326,0.481,2,6.61,2.77,0.0,0.072,0.1897,4.673,30.91
rice,3.7,691.71,18.24,641.43,30.37,34.57,22.38,44.41,18.93,6.32,161.72,32.33,270.09,0.423,0.6213,0.3386,0.7892,0.0777,-0.3584,-0.4615,-0.165,0.1998,0.0736,0.2638,4,-0.6,0.0,0.0,0.1844,0.3364,3.524,36.17
chickpea,5.555,755.8,36.86,512.24,27.37,35.15,19.91,44.28,6.62,6.51,191.78,26.69,252.06,0.267,0.6223,0.3297,0.7532,0.0473,-0.0231,-0.2139,0.0545,0.241,0.095,0.3574,4,4.91,0.15,0.0,0.0683,0.1665,1.669,29.63
soybean,2.596,765.66,53.01,623.79,25.59,33.57,21.44,53.48,10.78,7.93,305.28,19.53,183.45,0.826,0.7295,0.4664,0.9259,0.1083,0.0115,-0.1239,0.0703,0.245,0.0896,0.3545,1,3.96,0.0,0.0,0.1821,0.1209,1.537,33.97
rice,2.324,562.49,31.54,460.6,32.56,41.3,23.44,58.72,10.59,7.14,303.57,39.23,208.27,0.596,0.6998,0.572,0.8277,0.1154,-0.1664,-0.2529,0.0209,0.0485,-0.0308,0.1454,5,7.05,6.3,0.0,0.2103,0.1008,2.67,57.46
maize,7.918,624.83,3.64,611.46,31.3,35.21,23.46,60.88,8.6,7.22,261.05,20.99,253.72,0.885,0.7105,0.5238,0.8926,0.0724,-0.3141,-0.4036,-0.1577,0.1351,-0.0368,0.2351,3,1.08,0.21,0.0,0.1092,0.1522,4.496,24.67
cotton,5.892,505.92,70.07,368.2,20.59,27.0,16.0,50.66,11.02,7.45,60.0,24.89,153.36,0.672,0.6733,0.4023,0.8067,0.1187,0.1993,0.1182,0.2882,0.4039,0.3316,0.5481,5,9.29,0.0,0.0,0.0689,0.0117,0.676,30.8
maize,1.957,590.85,50.52,442.95,33.5,40.07,30.09,89.61,20.5,7.71,201.94,22.5,160.9,0.617,0.5862,0.3355,0.6909,0.124,-0.1247,-0.2804,-0.021,0.2608,0.202,0.4339,4,-0.66,5.07,0.0,0.3105,0.331,3.857,74.59
wheat,5.012,782.5,83.06,909.75,29.14,35.44,19.71,72.83,6.84,6.46,251.17,32.48,208.66,0.789,0.6225,0.3519,0.7917,0.0668,-0.1713,-0.3573,-0.0127,0.1338,-0.0334,0.2649,4,1.61,0.44,0.0,0.2596,0.2584,5.007,36.85
maize,5.255,430.17,62.85,373.33,23.97,32.0,13.64,77.32,9.85,7.59,265.37,38.55,178.9,0.441,0.7197,0.5624,0.8722,0.0908,-0.0425,-0.1282,0.0642,0.4468,0.319,0.5676,4,6.84,0.0,0.0,0.1915,0.0112,4.235,30.79
rice,9.462,1099.08,38.63,904.19,36.03,42.32,30.47,69.5,20.4,7.66,332.82,15.87,220.94,0.858,0.6005,0.3101,0.7978,0.1049,-0.3373,-0.5236,-0.2003,0.1993,0.0736,0.3481,5,7.87,7.32,0.0,0.4,0.37,2.155,76.39
rice,8.806,516.05,8.05,572.33,27.97,35.44,20.9,60.79,6.82,6.77,197.75,28.74,146.82,0.15,0.7645,0.55,0.9175,0.0895,-0.1888,-0.3698,-0.0296,0.2314,0.1229,0.3774,3,-5.52,0.44,0.0,0.0566,0.0,3.478,22.72
wheat,8.279,294.7,24.81,351.42,24.66,28.25,20.42,87.12,8.06,7.34,255.01,31.86,56.06,0.935,0.6981,0.5784,0.8774,0.076,-0.0629,-0.1536,0.0816,0.3041,0.198,0.3739,5,1.44,0.0,0.0,0.3078,0.1804,4.319,41.69
chickpea,8.903,939.7,22.08,869.89,19.5,21.6,9.95,47.49,19.84,6.89,250.45,18.96,130.62,0.608,0.8064,0.5391,0.936,0.1194,0.1077,-0.0283,0.2377,0.3198,0.2049,0.489,5,0.75,0.0,0.0,0.0394,0.1858,1.719,27.58
chickpea,4.563,495.78,14.99,519.22,22.01,29.8,18.73,81.25,15.43,6.25,297.25,18.65,160.84,1.289,0.56,0.3508,0.6905,0.1063,0.0318,-0.0927,0.1115,0.3174,0.1532,0.4142,2,3.18,0.0,0.0,0.3286,0.1275,1.578,44.69
wheat,7.39,863.66,49.84,596.44,26.85,34.85,22.05,71.31,8.16,6.87,196.02,11.46,197.69,0.536,0.5824,0.4742,0.7105,0.0707,-0.0796,-0.1346,0.0478,0.0902,0.0238,0.185,1,4.97,0.0,0.0,0.2412,0.191,4.486,49.23
soybean,7.379,471.49,14.98,564.74,21.88,27.48,16.32,59.55,17.95,7.83,266.6,26.23,212.59,0.864,0.6204,0.4433,0.7974,0.0862,-0.0286,-0.1939,0.0872,0.2751,0.1504,0.3451,4,0.39,0.0,0.0,0.0346,0.0659,1.947,38.09
rice,4.354,648.31,95.63,561.08,29.29,34.65,22.43,90.45,16.04,6.72,243.85,22.0,264.65,1.101,0.6797,0.4854,0.7935,0.0763,-0.0812,-0.1906,0.0917,0.2714,0.1802,0.3253,2,2.36,0.0,0.563,0.4402,0.172,3.273,39.68
cotton,6.068,435.91,49.77,441.17,20.84,32.66,15.4,61.32,15.51,6.77,207.38,22.01,136.73,0.653,0.8673,0.7003,0.9784,0.1228,0.0364,-0.1603,0.1751,0.4452,0.3289,0.5899,4,6.31,0.0,0.0,0.0713,0.0808,0.799,23.73
wheat,1.749,829.4,8.58,935.14,23.97,31.38,18.6,62.15,20.95,5.43,257.75,26.02,184.41,0.685,0.6762,0.4296,0.8751,0.1244,-0.1396,-0.2392,0.0279,0.3005,0.2463,0.3938,2,-3.72,0.0,0.0,0.1023,0.0502,4.926,35.96
maize,6.885,637.04,17.26,638.59,22.67,28.27,17.84,98.0,20.34,7.31,261.29,21.36,137.19,0.517,0.7273,0.5042,0.8382,0.1178,0.0279,-0.0681,0.1882,0.3446,0.2274,0.4971,1,3.73,0.0,0.0,0.2452,0.1057,4.174,31.06
chickpea,5.192,959.37,31.66,1137.03,27.78,32.44,19.03,64.3,16.1,7.57,157.89,16.03,129.37,0.924,0.624,0.3783,0.8093,0.1346,-0.0066,-0.1878,0.1042,0.2597,0.1127,0.3721,5,1.3,0.0,0.0,0.1372,0.2017,1.337,48.13
cotton,6.806,479.18,23.2,582.43,34.37,38.19,26.26,68.01,16.85,7.32,296.9,5.0,223.27,1.099,0.7213,0.4354,0.899,0.0809,-0.318,-0.444,-0.1987,0.0421,-0.0808,0.1542,3,9.57,3.19,0.0,0.1796,0.2844,0.679,48.86
cotton,2.922,788.95,25.18,624.43,31.43,39.99,25.81,82.98,22.77,6.69,287.82,29.69,98.66,0.825,0.7095,0.4705,0.8042,0.0887,-0.317,-0.4865,-0.2661,0.1477,0.0464,0.2763,1,-3.29,4.99,0.0,0.1617,0.1028,0.715,41.93
soybean,4.955,484.26,20.96,349.17,33.11,38.7,28.59,61.86,13.66,7.41,216.09,19.4,173.96,1.117,0.6732,0.442,0.8277,0.1121,-0.2942,-0.4437,-0.1634,0.0603,-0.1188,0.1845,4,-1.58,3.7,0.0,0.1763,0.1153,1.392,51.0
rice,4.105,548.18,48.51,451.62,27.62,34.41,22.51,73.45,20.87,7.06,229.93,25.38,180.44,0.866,0.5761,0.3435,0.6753,0.0964,-0.1838,-0.2845,-0.0799,0.2833,0.108,0.3632,4,17.34,0.0,0.0,0.472,0.073,3.37,54.27
rice,7.655,882.4,20.92,634.74,24.34,30.32,20.0,67.18,26.93,6.72,269.08,20.84,263.3,1.095,0.6853,0.4893,0.7656,0.0999,-0.1406,-0.2332,-0.0667,0.3159,0.2084,0.4332,5,3.67,0.0,0.0,0.084,0.1127,3.273,16.39
