crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
rice,9.325,456.87,38.1,331.42,23.09,30.68,14.81,66.36,13.11,6.47,151.4,24.0,232.9,0.727,0.7887,0.5794,0.9795,0.1213,0.0558,-0.0567,0.1355,0.3675,0.2711,0.4679,2,-5.67,0.0,0.0,0.1424,0.1643,3.547
chickpea,6.865,693.48,37.28,614.74,24.39,31.12,13.81,53.02,11.65,5.73,255.69,27.01,211.67,0.672,0.746,0.5778,0.882,0.0732,0.0159,-0.1706,0.1586,0.2856,0.19,0.4459,1,-1.49,0.0,0.0,0.068,0.0951,1.357
maize,6.985,393.88,19.83,295.41,24.5,29.18,18.89,43.48,17.47,5.93,200.95,7.28,227.08,0.742,0.6088,0.3203,0.7233,0.0952,-0.059,-0.19,0.0367,0.4358,0.2727,0.5043,4,1.73,0.0,0.0,0.0442,0.1237,3.782
chickpea,5.121,932.44,21.09,1035.14,27.46,32.01,21.39,59.39,17.42,6.16,194.87,34.59,214.83,0.652,0.6672,0.5603,0.7643,0.1107,-0.1288,-0.2001,0.0277,0.1985,0.0457,0.3472,2,2.72,0.0,0.0,0.1236,0.207,1.543
cotton,3.38,547.72,43.22,584.49,32.23,40.84,25.69,70.88,8.41,5.46,236.79,6.67,210.57,0.59,0.6229,0.388,0.7411,0.0787,-0.1796,-0.3259,-0.0058,0.1274,0.0135,0.2769,5,5.43,5.84,0.0,0.1189,0.0685,0.839
chickpea,3.483,730.58,12.06,802.14,27.08,34.56,16.45,60.19,19.93,6.85,135.67,11.42,57.87,0.676,0.4679,0.3122,0.6321,0.0573,-0.1104,-0.1876,0.0748,0.1309,0.042,0.273,5,2.69,0.0,0.0,0.247,0.02,1.44
wheat,5.288,486.5,32.08,390.05,32.9,41.49,27.52,94.89,5.23,6.69,227.59,7.38,250.03,0.849,0.6275,0.4162,0.7142,0.1499,-0.2884,-0.4584,-0.1077,0.1502,0.0108,0.2569,1,3.15,6.49,0.0,0.3654,0.2562,3.74
chickpea,2.323,778.49,33.13,886.54,34.98,41.64,28.14,73.54,18.42,6.77,96.7,15.49,122.24,0.715,0.6051,0.369,0.7562,0.0904,-0.3311,-0.4155,-0.2214,0.0708,-0.062,0.1653,4,-5.08,6.64,0.0,0.3026,0.3012,1.073
chickpea,1.758,796.49,37.84,632.73,32.11,37.79,22.95,77.91,15.11,5.85,336.06,12.48,139.4,0.946,0.7315,0.5031,0.8238,0.0604,-0.2133,-0.4112,-0.126,0.17,0.117,0.3376,1,-4.91,2.79,0.0,0.1379,0.208,1.633
soybean,4.037,280.88,49.32,318.6,31.92,36.83,26.68,63.62,13.54,7.97,410.33,31.69,163.72,1.455,0.6403,0.5271,0.7579,0.0659,-0.3069,-0.474,-0.2457,0.2732,0.2202,0.3542,5,3.78,1.83,0.0,0.2514,0.1711,1.47
rice,1.74,500.47,18.35,394.95,31.54,38.96,23.14,80.72,18.24,6.94,304.11,24.96,115.53,0.679,0.8259,0.6949,0.9676,0.1249,-0.2587,-0.3706,-0.0888,0.0915,-0.0538,0.1926,2,12.16,3.96,0.0,0.1813,0.3073,2.847
rice,2.692,615.54,39.04,498.14,27.8,33.81,17.62,76.83,14.7,7.01,304.6,18.59,251.24,0.666,0.729,0.5968,0.8107,0.078,-0.1401,-0.2105,-0.0361,0.3561,0.2351,0.5321,1,4.94,0.0,0.0,0.1336,0.0648,3.108
rice,5.583,534.46,30.52,530.32,22.59,28.52,20.16,64.5,12.26,6.29,223.29,42.09,182.19,0.779,0.7902,0.6862,0.9532,0.0966,0.1306,0.0461,0.2091,0.3589,0.2415,0.4796,4,9.61,0.0,0.0,0.1235,0.217,3.412
cotton,8.006,841.75,11.86,744.58,32.67,43.69,23.89,44.43,22.73,7.04,222.11,26.44,212.02,0.823,0.6252,0.4474,0.7929,0.0907,-0.3381,-0.45,-0.1959,0.0945,-0.0692,0.2411,1,2.73,8.69,0.0,0.0528,0.2632,0.688
cotton,2.635,518.62,61.05,586.27,31.37,40.84,20.21,75.85,27.13,6.49,225.79,28.93,154.34,0.678,0.5175,0.3263,0.6523,0.0974,-0.3106,-0.4212,-0.1907,0.2472,0.1966,0.3907,4,3.89,5.84,0.0,0.4417,0.379,0.612
wheat,8.021,807.27,25.53,688.4,21.17,27.18,13.41,77.74,2.32,7.73,406.0,18.35,123.39,1.022,0.834,0.6523,1.0,0.0911,-0.0559,-0.1929,0.1225,0.3544,0.2245,0.4608,4,6.79,0.0,0.0,0.0715,0.1347,4.762
maize,0.648,756.63,24.77,860.12,26.63,35.71,19.81,28.87,15.69,5.36,90.28,23.49,95.8,1.406,0.5999,0.3109,0.7363,0.1065,-0.1507,-0.2378,-0.0637,0.1665,0.0239,0.2396,1,-4.65,0.71,0.0,0.033,0.0926,4.117
chickpea,9.972,626.25,29.31,746.07,27.47,33.57,20.64,82.95,15.19,6.84,253.4,29.0,170.57,0.62,0.7132,0.5815,0.9065,0.0902,-0.1123,-0.2715,0.0445,0.3439,0.1814,0.487,2,7.99,0.0,0.0,0.1932,0.1966,1.396
rice,5.411,816.4,32.39,826.32,25.72,34.29,21.94,51.24,9.18,6.62,332.95,20.16,123.3,0.258,0.6879,0.5675,0.8015,0.13,-0.0431,-0.1121,0.0357,0.2875,0.2297,0.4247,3,-2.05,0.0,0.0,0.1898,0.0738,3.608
chickpea,5.021,311.66,55.16,307.33,31.82,40.4,21.67,66.39,35.07,7.1,252.33,19.97,131.74,0.974,0.5728,0.3621,0.6847,0.12,-0.1813,-0.2911,-0.0581,0.149,0.0259,0.2633,1,-6.28,5.4,0.0,0.4996,0.3931,0.951
maize,6.68,636.43,34.93,726.23,31.16,33.64,24.98,91.98,14.33,7.78,210.08,31.22,238.74,0.758,0.8143,0.6637,0.9177,0.1657,-0.2242,-0.3814,-0.0451,0.1538,-0.0181,0.2959,3,0.97,0.0,0.0,0.2289,0.341,4.345
chickpea,5.014,479.67,48.61,477.96,30.72,37.42,21.81,80.03,7.64,7.54,297.66,27.26,177.39,1.112,0.6868,0.4051,0.8076,0.1058,-0.004,-0.1791,0.1561,0.2778,0.1846,0.3947,1,2.19,2.42,0.0,0.4063,0.1567,1.173
chickpea,4.376,626.48,18.95,632.83,26.62,34.11,17.21,81.87,13.82,6.78,127.95,5.0,159.29,1.28,0.5852,0.3328,0.6867,0.1291,-0.2031,-0.3296,-0.1222,0.2088,0.0485,0.2694,2,-1.4,0.0,0.0,0.2025,0.1864,1.538
soybean,4.024,546.73,10.75,561.97,24.15,30.02,17.75,64.88,24.86,6.88,409.35,30.46,235.21,0.812,0.7524,0.6158,0.9231,0.0863,-0.1077,-0.1846,-0.0505,0.345,0.2588,0.5058,3,4.56,0.0,0.0,0.0829,0.2186,1.155
cotton,9.789,663.2,16.37,529.44,33.17,39.3,27.35,84.48,24.92,5.15,224.71,18.46,189.74,0.855,0.588,0.4145,0.7015,0.129,-0.2671,-0.349,-0.1587,0.1638,0.0549,0.3244,1,-10.0,4.3,0.0,0.212,0.0886,0.595
wheat,8.684,652.09,23.25,474.07,23.46,30.03,15.27,55.38,31.67,6.73,260.94,14.69,202.71,0.65,0.6847,0.5423,0.7668,0.1082,-0.1452,-0.2836,-0.0115,0.185,0.1163,0.2865,5,7.98,0.0,0.0,0.0788,0.0935,4.994
cotton,5.273,680.53,14.37,516.95,21.05,27.64,10.57,60.37,20.03,7.91,300.31,25.88,149.92,0.675,0.6729,0.4482,0.8636,0.1061,-0.0832,-0.2232,-0.0094,0.3494,0.1897,0.5113,5,2.74,0.0,0.0,0.0409,0.1414,0.907
cotton,8.446,689.24,31.91,692.32,26.68,31.67,18.66,53.05,3.65,6.66,121.62,23.87,124.84,0.211,0.7142,0.5987,0.8087,0.1173,-0.0761,-0.1857,0.0757,0.1741,0.0841,0.2591,2,-6.31,0.0,0.0,0.0874,0.1527,0.917
wheat,1.916,776.14,46.64,612.47,26.79,33.43,21.84,52.9,9.69,6.22,280.56,25.19,230.28,1.324,0.6981,0.4134,0.7889,0.0413,-0.1168,-0.2273,-0.0643,0.4479,0.3887,0.5966,3,2.33,0.0,0.0,0.1091,0.0619,4.754
soybean,5.53,373.08,37.41,465.92,28.55,33.53,22.71,88.62,11.85,5.96,96.16,16.91,229.01,0.869,0.6145,0.4775,0.7518,0.0563,-0.1437,-0.2543,-0.0105,0.2529,0.1117,0.4095,3,12.61,0.0,0.0,0.2425,0.2552,1.643
rice,4.777,762.06,57.28,562.02,31.23,38.79,22.31,72.72,13.91,6.49,158.4,19.24,173.71,0.724,0.6622,0.5129,0.8249,0.0716,-0.1417,-0.2756,0.0517,0.3354,0.2836,0.4225,3,2.8,3.79,0.0,0.163,0.212,3.423
wheat,3.586,317.22,20.35,358.52,31.74,36.1,24.09,75.7,7.05,6.58,293.47,25.84,206.39,0.552,0.7065,0.4747,0.8855,0.0624,-0.3262,-0.3792,-0.2621,0.1235,-0.0333,0.2949,4,4.61,1.1,0.0,0.3625,0.1986,4.213
maize,9.225,150.0,55.38,162.74,30.56,35.05,25.5,84.58,6.38,5.75,159.53,30.38,205.74,0.963,0.8447,0.6555,0.9676,0.0247,-0.0415,-0.1125,0.1287,0.2395,0.1097,0.4097,2,-5.56,0.05,0.0,0.394,0.2884,4.096
soybean,8.409,1083.94,42.73,1323.73,25.14,35.38,15.85,98.0,11.07,6.82,303.42,14.45,148.17,0.949,0.7216,0.5442,0.8568,0.0404,0.0475,-0.0215,0.2401,0.3305,0.2513,0.4182,4,9.11,0.38,0.0,0.3534,0.2095,1.503
soybean,9.117,443.46,29.88,356.13,27.89,37.46,21.41,47.57,15.85,6.97,163.73,18.56,124.17,1.246,0.7214,0.4232,0.8926,0.0755,-0.0819,-0.2194,0.0024,0.3746,0.229,0.4482,2,2.73,2.46,0.0,0.036,0.2132,1.646
rice,6.535,551.43,10.95,628.12,27.39,37.06,19.59,47.94,24.86,6.4,218.18,25.3,158.34,1.339,0.6119,0.3615,0.7285,0.066,-0.3026,-0.4481,-0.1242,0.1929,0.1292,0.3044,3,-5.87,2.06,0.0,0.104,0.2645,3.481
cotton,4.074,239.98,28.85,231.54,34.5,42.48,30.15,59.99,21.64,7.59,204.87,27.47,189.54,0.748,0.7487,0.4739,0.89,0.0573,-0.2265,-0.3477,-0.1652,0.1875,0.0609,0.2832,5,1.67,7.48,0.0,0.1464,0.1954,0.564
wheat,7.69,550.02,28.18,461.8,23.14,31.66,15.59,77.86,16.78,6.79,372.85,24.57,194.55,0.779,0.7291,0.5184,0.8278,0.0604,0.0313,-0.0379,0.2192,0.1862,0.0989,0.3277,5,5.36,0.0,0.0,0.1329,0.1714,4.498
wheat,1.531,695.5,89.23,671.1,25.19,37.31,19.72,57.6,11.97,6.39,263.81,30.13,92.58,0.636,0.661,0.4819,0.7712,0.1117,0.0353,-0.1032,0.0987,0.5048,0.4024,0.6668,1,10.46,2.31,0.0,0.151,0.1718,4.551
soybean,8.604,703.41,35.6,694.17,36.02,39.24,29.63,98.0,14.54,7.67,285.82,37.48,173.84,0.881,0.5216,0.3226,0.695,0.1117,-0.3563,-0.4802,-0.178,0.1437,0.093,0.2412,3,1.07,4.24,0.0,0.6497,0.3887,1.104
wheat,0.773,384.51,8.75,278.93,33.69,41.61,27.3,73.52,16.38,6.36,239.74,17.39,176.97,0.555,0.6544,0.4484,0.8219,0.0497,-0.3791,-0.538,-0.2861,0.1312,0.008,0.2024,4,4.47,6.61,0.0,0.2463,0.2647,3.074
wheat,8.273,552.4,53.01,589.57,27.69,37.62,22.3,67.77,8.09,6.63,224.75,15.51,123.57,1.194,0.5445,0.351,0.6955,0.1006,-0.0428,-0.2157,0.1162,0.3253,0.2192,0.4721,4,1.43,2.62,0.0,0.1454,0.1581,4.749
wheat,7.187,731.13,34.04,557.96,26.69,31.47,18.7,61.76,5.86,6.11,315.8,23.8,224.3,0.381,0.7861,0.5768,0.9396,0.0643,-0.0001,-0.1541,0.1544,0.316,0.2117,0.4257,4,6.51,0.0,0.0,0.2082,0.1717,4.813
rice,1.34,702.48,46.06,661.65,31.68,37.86,25.97,69.04,11.28,5.29,171.37,16.07,161.14,0.97,0.5647,0.3364,0.6936,0.02,-0.2982,-0.4949,-0.1383,0.1203,0.0626,0.2695,3,-0.92,2.86,0.0,0.1897,0.2783,3.564
wheat,1.896,678.22,40.74,659.14,32.34,37.46,24.86,71.44,12.61,5.01,311.87,48.45,310.18,0.72,0.7206,0.5686,0.9096,0.0455,-0.2874,-0.3809,-0.2278,0.1493,0.0577,0.3087,5,2.14,2.46,0.0,0.4018,0.1568,4.617
cotton,4.798,817.29,53.33,557.96,27.49,32.24,20.0,65.16,8.56,6.94,339.21,44.98,195.51,0.756,0.7528,0.4615,0.8585,0.0904,-0.0899,-0.1915,0.0699,0.3521,0.3014,0.433,5,6.53,0.0,0.0,0.1253,0.143,0.636
rice,3.349,626.02,57.44,551.71,36.28,39.87,28.16,70.09,15.44,6.9,304.74,24.38,159.77,0.867,0.6205,0.3707,0.7191,0.0668,-0.4042,-0.5846,-0.3064,0.0663,-0.046,0.1444,4,0.83,4.87,0.0,0.3204,0.1777,2.815
cotton,8.739,956.29,87.21,986.41,26.88,34.56,21.14,92.13,13.4,6.28,159.63,20.35,190.52,0.432,0.5896,0.3036,0.7146,0.0861,-0.0279,-0.21,0.1211,0.4131,0.356,0.5507,2,-3.45,0.0,0.0,0.5131,0.318,0.905
maize,2.332,585.51,53.68,412.6,28.36,37.45,22.95,59.28,8.1,7.24,162.37,25.26,159.29,0.688,0.5928,0.3071,0.7608,0.0874,-0.1096,-0.1658,-0.0136,0.3037,0.2321,0.3697,5,-1.6,2.45,0.0,0.2188,0.209,3.96
maize,4.462,802.79,21.19,603.27,34.3,42.08,27.74,78.81,9.21,7.37,300.59,21.55,165.48,0.717,0.7044,0.5748,0.8265,0.0916,-0.4584,-0.5421,-0.357,0.0995,0.0216,0.2238,3,3.12,7.08,0.0,0.2774,0.2729,3.302
maize,2.974,810.63,10.62,994.03,26.9,33.32,17.89,69.8,23.87,6.29,143.99,23.57,190.98,0.399,0.5975,0.3776,0.7556,0.0726,-0.1529,-0.2184,-0.0039,0.2347,0.0862,0.376,3,14.63,0.0,0.0,0.0727,0.1198,4.144
chickpea,1.708,289.39,12.3,295.69,35.67,42.67,29.9,47.14,20.0,5.73,132.74,23.86,171.97,0.258,0.6099,0.3765,0.7807,0.1246,-0.4103,-0.4879,-0.3591,0.0086,-0.0962,0.1882,5,10.39,7.67,0.0,0.2209,0.3943,0.944
wheat,2.968,747.0,15.73,860.89,31.04,37.8,21.83,62.18,11.21,6.56,273.29,18.24,174.09,0.76,0.6913,0.5436,0.88,0.0979,-0.2229,-0.2802,-0.0716,0.223,0.1228,0.2932,5,16.9,2.8,0.0,0.0643,0.244,3.934
chickpea,8.67,509.17,22.19,471.65,24.79,34.71,18.43,54.82,11.15,6.53,221.96,10.7,139.64,0.754,0.7682,0.5122,0.9518,0.1131,-0.1218,-0.2145,-0.0467,0.3089,0.1588,0.3718,2,6.37,0.0,0.0,0.0782,0.0816,1.627
wheat,7.297,428.05,13.96,313.58,34.2,40.31,28.62,72.82,18.89,6.54,323.48,33.21,162.57,0.601,0.7346,0.4704,0.8499,0.0968,-0.4225,-0.4838,-0.2412,0.1756,0.0273,0.2743,2,10.08,5.31,0.0,0.3181,0.2269,3.748
soybean,9.185,556.63,27.61,562.57,25.31,33.86,17.07,74.12,18.89,7.62,214.13,14.32,176.63,0.864,0.7275,0.5321,0.8587,0.1103,0.0263,-0.0602,0.194,0.4235,0.2962,0.4816,2,8.33,0.0,0.0,0.1554,0.1645,1.307
cotton,4.35,685.57,15.73,475.54,22.37,36.45,16.82,74.28,6.25,6.82,272.13,32.88,157.09,0.974,0.6037,0.3869,0.7994,0.1286,-0.084,-0.2293,-0.0004,0.4491,0.3815,0.5352,2,3.02,1.45,0.0,0.0824,0.0,1.036
chickpea,2.784,305.72,33.31,224.01,27.63,34.99,22.58,69.63,8.07,7.08,304.74,31.76,200.19,0.683,0.6929,0.5656,0.8441,0.0806,-0.0783,-0.2515,0.1059,0.2653,0.1434,0.3923,3,9.4,0.0,0.0,0.1346,0.0085,1.392
soybean,0.75,655.91,33.6,544.02,24.8,28.59,16.83,64.85,11.83,6.54,317.26,27.93,188.95,0.651,0.95,0.6541,1.0,0.1042,-0.031,-0.2309,0.1308,0.4457,0.3156,0.533,3,6.14,0.0,0.0,0.0441,0.1246,1.646
maize,5.204,602.13,22.2,594.3,26.37,38.2,17.85,60.93,15.09,5.52,173.1,18.35,241.06,1.01,0.6282,0.3876,0.7931,0.1098,-0.1867,-0.2739,-0.1288,0.1835,0.0493,0.3546,5,5.47,3.2,0.0,0.1156,0.272,3.828
maize,0.877,878.4,90.88,589.38,25.49,30.25,19.49,75.1,11.21,7.8,255.84,22.76,194.3,0.442,0.7473,0.5825,0.9273,0.1023,0.1108,-0.0841,0.1996,0.3522,0.2047,0.4487,5,-5.43,0.0,0.088,0.1922,0.2368,3.937
wheat,0.541,510.62,47.58,450.11,23.66,32.88,16.74,88.44,20.99,7.4,325.2,17.18,156.64,0.66,0.8151,0.6292,0.9182,0.1219,0.039,-0.1321,0.1364,0.4309,0.3563,0.5342,3,-4.44,0.0,0.0,0.3762,0.231,4.772
maize,6.245,911.76,36.78,914.45,20.15,28.86,15.49,76.7,18.94,5.71,450.0,22.31,239.27,0.907,0.7628,0.4985,0.8979,0.0524,0.0838,0.0116,0.1389,0.277,0.1838,0.4023,3,3.51,0.0,0.0,0.1531,0.0899,4.579
cotton,2.066,735.1,67.65,697.88,31.16,37.43,27.12,70.78,3.72,6.68,347.94,48.47,153.62,0.447,0.6272,0.4316,0.8184,0.1024,-0.0738,-0.2513,0.1,0.3398,0.2171,0.502,5,-0.56,2.43,0.0,0.2151,0.2091,0.867
maize,5.818,642.63,27.07,629.4,30.3,35.35,25.71,78.46,21.42,6.94,183.53,12.94,150.57,0.861,0.6161,0.3747,0.7109,0.054,-0.0505,-0.1945,0.0329,0.1968,0.0274,0.3183,3,8.69,0.35,0.0,0.2688,0.2062,4.122
maize,5.948,930.21,39.07,1127.21,30.26,40.34,23.56,56.49,19.69,6.18,75.74,26.63,206.24,0.304,0.7825,0.5909,0.9586,0.0324,-0.3002,-0.44,-0.2381,0.2926,0.2318,0.3848,5,0.83,5.34,0.0,0.0732,0.2267,3.689
chickpea,7.376,1072.96,62.21,1330.48,28.74,35.29,25.39,76.85,20.72,7.52,200.93,21.41,160.87,0.571,0.6229,0.4554,0.7044,0.1032,-0.165,-0.2828,0.0119,0.159,0.0274,0.2275,3,-3.76,0.29,0.0,0.3351,0.2414,1.212
wheat,4.14,603.68,113.88,696.85,23.6,27.94,14.94,63.04,16.25,6.43,205.72,19.8,121.14,0.822,0.8247,0.5615,0.9726,0.0781,0.1632,0.0332,0.2703,0.566,0.5018,0.6604,5,16.18,0.0,2.388,0.2066,0.1859,4.696
maize,7.199,487.18,14.69,492.62,29.37,38.27,22.99,58.96,17.02,6.63,153.75,25.45,142.22,0.908,0.5819,0.4404,0.718,0.1064,-0.3674,-0.4985,-0.2792,0.2234,0.1018,0.3268,2,4.86,3.27,0.0,0.1334,0.1948,3.548
wheat,3.977,744.38,15.68,631.96,24.81,32.8,14.71,47.64,15.03,6.63,140.09,34.34,222.01,0.934,0.6271,0.4041,0.7452,0.1569,-0.0813,-0.2087,0.0799,0.1545,0.0014,0.2053,1,-3.08,0.0,0.0,0.0599,0.0,4.805
chickpea,1.429,336.93,72.12,336.92,24.23,27.72,17.62,82.92,24.1,7.15,310.73,34.31,62.69,0.81,0.7803,0.6576,0.9378,0.1608,-0.0581,-0.2354,0.0343,0.4242,0.2547,0.5239,5,7.61,0.0,0.0,0.1983,0.1072,1.244
wheat,3.445,363.77,34.69,394.83,18.73,27.53,13.84,65.58,16.61,6.65,360.44,40.27,203.61,0.898,0.8612,0.6581,0.9748,0.0597,0.2602,0.1741,0.4241,0.3319,0.2332,0.4901,3,3.78,0.0,0.0,0.1064,0.0716,4.719
chickpea,0.572,937.51,28.1,831.87,31.97,39.52,20.37,72.19,11.11,6.7,260.75,15.07,193.63,0.744,0.777,0.5158,0.957,0.1097,-0.1649,-0.3357,-0.0362,0.2425,0.1657,0.3915,4,4.41,4.52,0.0,0.1296,0.2279,0.97
maize,4.893,775.81,36.05,743.95,24.07,32.69,20.03,76.62,19.28,6.67,254.53,23.18,194.15,0.253,0.8143,0.6686,0.9497,0.0697,0.1094,-0.0281,0.2318,0.2436,0.0693,0.4104,5,-0.24,0.0,0.0,0.1712,0.1464,4.12
wheat,7.533,461.2,75.58,437.76,30.26,42.15,23.55,64.86,12.63,6.62,94.5,5.0,205.98,0.304,0.6379,0.4934,0.7709,0.1041,-0.2212,-0.3961,-0.1066,0.3202,0.2338,0.4186,5,20.09,7.15,0.0,0.0897,0.1977,3.269
cotton,7.955,1339.71,48.15,1491.75,21.49,26.51,14.9,63.61,7.82,6.83,199.46,15.73,242.58,0.897,0.7451,0.5926,0.8541,0.0951,0.1602,0.0741,0.3573,0.4323,0.2827,0.5463,2,0.49,0.0,0.0,0.0865,0.0534,0.454
wheat,2.705,345.93,36.29,247.94,24.21,31.72,18.14,70.29,11.37,5.96,238.6,33.65,162.33,1.021,0.6961,0.5339,0.8513,0.0713,-0.0962,-0.2917,0.0862,0.3673,0.2821,0.4847,2,13.47,0.0,0.0,0.0758,0.1288,4.553
wheat,1.504,786.34,15.24,906.76,32.7,39.62,26.99,61.13,2.68,6.96,359.39,33.37,182.27,0.298,0.6859,0.5718,0.8151,0.0828,-0.3099,-0.4639,-0.2033,0.0704,-0.0425,0.2105,4,-2.77,4.62,0.0,0.2096,0.2344,4.098
rice,2.262,474.77,29.28,422.5,31.44,40.01,24.85,57.49,18.78,6.77,266.63,23.95,198.16,0.771,0.809,0.5591,0.9046,0.0632,-0.2078,-0.3391,-0.1479,0.0814,0.0278,0.2304,1,6.03,5.01,0.0,0.1088,0.2724,2.704
cotton,9.845,1041.84,44.49,1043.14,33.17,38.97,25.34,84.5,20.04,8.15,193.95,17.56,173.21,0.248,0.6164,0.3177,0.8024,0.1208,-0.241,-0.429,-0.1401,0.3056,0.2317,0.4696,2,6.22,3.97,0.0,0.4308,0.3334,0.861
rice,3.465,533.2,33.25,353.95,25.45,33.26,19.56,61.47,5.52,5.43,323.74,35.14,178.27,0.714,0.7971,0.6266,0.9863,0.1084,-0.0592,-0.1139,0.0061,0.4441,0.3134,0.5753,5,-1.86,0.0,0.0,0.0832,0.1745,3.508
maize,4.578,587.39,92.24,536.22,22.78,32.61,13.28,54.4,12.95,5.76,392.28,29.89,284.27,0.596,0.8585,0.7208,0.9542,0.0852,0.2168,0.113,0.3004,0.4511,0.3313,0.5401,5,4.98,0.0,0.224,0.1203,0.1799,4.239
maize,1.218,252.07,39.29,246.11,29.51,40.41,23.53,84.42,5.34,5.86,230.51,18.44,151.01,0.914,0.6586,0.464,0.7941,0.1165,-0.2649,-0.4222,-0.098,0.3248,0.268,0.4262,5,0.52,5.41,0.0,0.2453,0.2675,3.647
wheat,7.999,1108.18,27.75,1203.61,20.44,28.46,14.54,64.28,11.54,7.24,221.16,28.86,220.96,1.149,0.7208,0.607,0.8261,0.1053,0.0081,-0.119,0.1627,0.2495,0.1018,0.3986,1,9.46,0.0,0.0,0.0701,0.098,4.243
wheat,4.761,514.05,51.8,481.49,24.78,29.41,17.22,41.86,7.22,7.36,277.27,26.85,73.93,1.007,0.529,0.3185,0.6952,0.0848,0.0635,-0.0833,0.223,0.3523,0.192,0.4373,5,3.46,0.0,0.0,0.0686,0.0266,4.641
wheat,1.33,755.64,97.35,747.55,24.11,33.36,16.29,60.17,16.21,6.65,221.62,11.72,123.38,0.863,0.6427,0.4907,0.8331,0.0482,0.0926,-0.0847,0.2494,0.3176,0.2295,0.4333,5,10.13,0.0,0.735,0.2366,0.0819,4.864
wheat,4.993,651.04,69.78,681.63,34.33,38.08,26.48,68.25,14.76,6.17,284.74,32.7,60.11,0.602,0.6668,0.471,0.7718,0.0813,-0.2087,-0.2628,-0.1064,0.301,0.1253,0.3585,2,6.08,3.08,0.0,0.2365,0.1037,4.142
chickpea,7.276,528.68,8.91,528.21,24.57,27.63,17.32,83.22,11.9,6.25,191.71,8.32,138.41,0.44,0.5367,0.3347,0.6651,0.1194,-0.0157,-0.1398,0.1367,0.2743,0.1438,0.4101,3,8.31,0.0,0.0,0.1137,0.099,1.184
rice,4.994,159.91,41.26,176.54,28.26,33.78,23.86,59.76,4.78,6.28,185.0,19.55,220.87,0.33,0.6956,0.5137,0.8814,0.0812,-0.2063,-0.291,-0.0106,0.3009,0.1972,0.3906,3,3.43,0.0,0.0,0.1642,0.0662,3.226
rice,9.702,599.77,46.9,666.25,21.63,26.71,15.9,58.68,7.33,7.08,208.79,42.73,124.59,0.868,0.6982,0.5636,0.8922,0.0803,-0.062,-0.2208,0.1312,0.4001,0.3089,0.537,5,7.07,0.0,0.0,0.0411,0.2257,3.013
cotton,8.781,590.23,75.87,552.57,32.27,39.75,24.74,81.87,11.05,6.41,282.7,26.38,153.36,0.896,0.8155,0.6953,1.0,0.1395,-0.1343,-0.1877,0.0549,0.3625,0.1933,0.4363,2,-3.26,4.75,0.0,0.2459,0.3583,0.9
cotton,5.391,720.13,13.58,806.98,30.75,39.84,25.86,60.05,15.54,6.56,197.19,22.15,100.64,0.223,0.5361,0.2466,0.7065,0.0784,-0.3079,-0.436,-0.1245,0.0672,-0.0747,0.1337,5,-2.87,4.84,0.0,0.1033,0.2672,0.925
cotton,9.435,1122.0,45.04,983.2,25.63,33.6,15.87,57.05,16.34,4.93,262.45,18.85,266.78,0.386,0.7451,0.5384,0.8876,0.1095,-0.0692,-0.2525,0.0652,0.3896,0.2342,0.4615,1,6.21,0.0,0.0,0.0449,0.1049,0.642
maize,8.208,791.79,14.31,942.59,32.04,35.43,22.22,48.13,19.7,6.43,185.58,16.93,280.84,0.677,0.747,0.4711,0.9269,0.0744,-0.3704,-0.5041,-0.2766,0.25,0.17,0.3572,5,-0.79,0.43,0.0,0.0418,0.1428,4.345
chickpea,3.999,839.17,5.6,682.32,33.88,37.94,29.3,54.86,16.22,6.24,125.39,28.29,139.38,0.469,0.5464,0.3236,0.7308,0.0739,-0.4678,-0.5621,-0.3209,0.0622,-0.0247,0.1486,2,13.8,2.94,0.0,0.3512,0.1761,1.043
chickpea,7.828,582.86,19.94,432.52,25.51,32.18,20.0,81.41,17.28,5.78,276.68,12.39,152.75,1.071,0.5523,0.3384,0.6677,0.0362,-0.1738,-0.3143,-0.0925,0.2287,0.0835,0.3726,3,2.13,0.0,0.0,0.1559,0.091,1.147
wheat,5.306,361.08,42.68,331.25,32.56,39.47,26.57,63.64,18.83,7.32,228.69,24.51,342.54,0.57,0.6553,0.357,0.8519,0.1193,-0.3789,-0.4684,-0.203,0.1286,-0.0513,0.3073,4,-1.16,4.47,0.0,0.161,0.3042,3.916
soybean,5.622,588.56,72.31,409.59,27.46,36.16,23.3,66.94,4.32,6.01,349.61,17.95,166.5,0.656,0.6847,0.4611,0.8689,0.128,-0.1425,-0.2446,-0.0642,0.3449,0.2703,0.4254,1,4.38,1.16,0.0,0.0969,0.283,1.172
